Time: 263 - [Conveyor towards Queue 1] GOT Part 33
Time: 268 - [Conveyor towards Queue 2] PUT Part 32 in the Queue 2
Time: 272 - [Conveyor towards Queue 1] PUT Part 33 in the Queue 1
Time: 273 - [Machine 1] got Part 33 from Queue 1 (capacity= 0)
Time: 274 - [Conveyor towards Queue 5] PUT Part 17 in the Queue 5
! Using 'alternated' policy to allocate Part 31 to Queue 4
Time: 275 - [Conveyor towards Queue 4] GOT Part 31
Time: 275 - [Machine 2] got Part 32 from Queue 2 (capacity= 0)
Time: 275 - [Machine 5] got Part 17 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 5
Time: 279 - [Conveyor towards Queue 5] GOT Part 29
! Using 'alternated' policy to allocate Part 33 to Queue 2
Time: 284 - [Conveyor towards Queue 2] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 1
Time: 285 - [Terminator] xxx Part 17 terminated xxx
Time: 285 - [Terminator] Part 34 replaced
Time: 285 - [Conveyor towards Queue 1] GOT Part 34
Time: 290 - [Conveyor towards Queue 5] PUT Part 29 in the Queue 5
Time: 291 - [Machine 5] got Part 29 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 32 to Queue 3
Time: 292 - [Conveyor towards Queue 3] GOT Part 32
Time: 294 - [Conveyor towards Queue 1] PUT Part 34 in the Queue 1
Time: 295 - [Machine 1] got Part 34 from Queue 1 (capacity= 0)
Time: 295 - [Conveyor towards Queue 2] PUT Part 33 in the Queue 2
Time: 295 - [Conveyor towards Queue 4] PUT Part 31 in the Queue 4
Time: 296 - [Machine 2] got Part 33 from Queue 2 (capacity= 0)
Time: 296 - [Machine 4] got Part 31 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 1
Time: 301 - [Terminator] xxx Part 29 terminated xxx
Time: 301 - [Terminator] Part 35 replaced
Time: 301 - [Conveyor towards Queue 1] GOT Part 35
! Using 'alternated' policy to allocate Part 34 to Queue 2
Time: 306 - [Conveyor towards Queue 2] GOT Part 34
Time: 310 - [Conveyor towards Queue 1] PUT Part 35 in the Queue 1
Time: 311 - [Machine 1] got Part 35 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 33 to Queue 4
Time: 313 - [Conveyor towards Queue 4] GOT Part 33
Time: 315 - [Conveyor towards Queue 3] PUT Part 32 in the Queue 3
Time: 317 - [Conveyor towards Queue 2] PUT Part 34 in the Queue 2
Time: 318 - [Machine 2] got Part 34 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 2
Time: 322 - [Conveyor towards Queue 2] GOT Part 35
! Using 'alternated' policy to allocate Part 19 to Queue 5
Time: 323 - [Conveyor towards Queue 5] GOT Part 19
Time: 323 - [Machine 3] got Part 20 from Queue 3 (capacity= 6)
Time: 333 - [Conveyor towards Queue 2] PUT Part 35 in the Queue 2
Time: 333 - [Conveyor towards Queue 4] PUT Part 33 in the Queue 4
! Using 'alternated' policy to allocate Part 31 to Queue 5
Time: 334 - [Conveyor towards Queue 5] GOT Part 31
Time: 334 - [Machine 4] got Part 33 from Queue 4 (capacity= 0)
Time: 334 - [Conveyor towards Queue 5] PUT Part 19 in the Queue 5
! Using 'alternated' policy to allocate Part 34 to Queue 3
Time: 335 - [Conveyor towards Queue 3] GOT Part 34
Time: 335 - [Machine 2] got Part 35 from Queue 2 (capacity= 0)
Time: 335 - [Machine 5] got Part 19 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 19 to Queue 1
Time: 345 - [Terminator] xxx Part 19 terminated xxx
Time: 345 - [Terminator] Part 36 replaced
Time: 345 - [Conveyor towards Queue 1] GOT Part 36
Time: 345 - [Conveyor towards Queue 5] PUT Part 31 in the Queue 5
=== Reading all the events from table: digital_log ===
(1, 0, 'Machine 2', 'Started', 'Part 18', 'Queue 2', None, None)
### ============ Simulation Started ============ ###
Time: 0 - [Machine 4] got Part 18 from Queue 4 (capacity= 1)
Time: 0 - [Machine 5] got Part 16 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 24 to Queue 2
Time: 8 - [Conveyor towards Queue 2] GOT Part 24
! Using 'alternated' policy to allocate Part 16 to Queue 1
Time: 10 - [Terminator] xxx Part 16 terminated xxx
Time: 10 - [Terminator] Part 25 replaced
Time: 10 - [Conveyor towards Queue 1] GOT Part 25
! Using 'alternated' policy to allocate Part 21 to Queue 3
Time: 11 - [Conveyor towards Queue 3] GOT Part 21
Time: 11 - [Machine 2] got Part 22 from Queue 2 (capacity= 1)
Time: 19 - [Conveyor towards Queue 2] PUT Part 24 in the Queue 2
Time: 19 - [Conveyor towards Queue 1] PUT Part 25 in the Queue 1
Time: 20 - [Machine 1] got Part 25 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 22 to Queue 4
Time: 28 - [Conveyor towards Queue 4] GOT Part 22
Time: 28 - [Machine 2] got Part 23 from Queue 2 (capacity= 1)
! Using 'alternated' policy to allocate Part 25 to Queue 2
Time: 31 - [Conveyor towards Queue 2] GOT Part 25
! Using 'alternated' policy to allocate Part 11 to Queue 5
Time: 33 - [Conveyor towards Queue 5] GOT Part 11
Time: 33 - [Machine 3] got Part 13 from Queue 3 (capacity= 3)
Time: 34 - [Conveyor towards Queue 3] PUT Part 21 in the Queue 3
! Using 'alternated' policy to allocate Part 18 to Queue 5
Time: 38 - [Conveyor towards Queue 5] GOT Part 18
Time: 38 - [Machine 4] got Part 20 from Queue 4 (capacity= 0)
Time: 42 - [Conveyor towards Queue 2] PUT Part 25 in the Queue 2
Time: 44 - [Conveyor towards Queue 5] PUT Part 11 in the Queue 5
! Using 'alternated' policy to allocate Part 23 to Queue 3
Time: 45 - [Conveyor towards Queue 3] GOT Part 23
Time: 45 - [Machine 2] got Part 24 from Queue 2 (capacity= 1)
Time: 45 - [Machine 5] got Part 11 from Queue 5 (capacity= 0)
Time: 48 - [Conveyor towards Queue 4] PUT Part 22 in the Queue 4
Time: 49 - [Conveyor towards Queue 5] PUT Part 18 in the Queue 5
! Using 'alternated' policy to allocate Part 11 to Queue 1
Time: 55 - [Terminator] xxx Part 11 terminated xxx
Time: 55 - [Terminator] Part 26 replaced
Time: 55 - [Conveyor towards Queue 1] GOT Part 26
Time: 55 - [Machine 5] got Part 18 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 24 to Queue 4
Time: 62 - [Conveyor towards Queue 4] GOT Part 24
Time: 62 - [Machine 2] got Part 25 from Queue 2 (capacity= 0)
Time: 64 - [Conveyor towards Queue 1] PUT Part 26 in the Queue 1
! Using 'alternated' policy to allocate Part 18 to Queue 1
Time: 65 - [Terminator] xxx Part 18 terminated xxx
Time: 65 - [Terminator] Part 27 replaced
Time: 65 - [Conveyor towards Queue 1] GOT Part 27
Time: 65 - [Machine 1] got Part 26 from Queue 1 (capacity= 0)
Time: 68 - [Conveyor towards Queue 3] PUT Part 23 in the Queue 3
Time: 74 - [Conveyor towards Queue 1] PUT Part 27 in the Queue 1
! Using 'alternated' policy to allocate Part 20 to Queue 5
Time: 76 - [Conveyor towards Queue 5] GOT Part 20
Time: 76 - [Machine 4] got Part 22 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 26 to Queue 2
Time: 76 - [Conveyor towards Queue 2] GOT Part 26
Time: 76 - [Machine 1] got Part 27 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 25 to Queue 3
Time: 79 - [Conveyor towards Queue 3] GOT Part 25
Time: 82 - [Conveyor towards Queue 4] PUT Part 24 in the Queue 4
! Using 'alternated' policy to allocate Part 27 to Queue 2
Time: 87 - [Conveyor towards Queue 2] GOT Part 27
Time: 87 - [Conveyor towards Queue 2] PUT Part 26 in the Queue 2
Time: 87 - [Conveyor towards Queue 5] PUT Part 20 in the Queue 5
Time: 88 - [Machine 2] got Part 26 from Queue 2 (capacity= 0)
Time: 88 - [Machine 5] got Part 20 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 13 to Queue 5
Time: 93 - [Conveyor towards Queue 5] GOT Part 13
Time: 93 - [Machine 3] got Part 15 from Queue 3 (capacity= 4)
! Using 'alternated' policy to allocate Part 20 to Queue 1
Time: 98 - [Terminator] xxx Part 20 terminated xxx
Time: 98 - [Terminator] Part 28 replaced
Time: 98 - [Conveyor towards Queue 1] GOT Part 28
Time: 98 - [Conveyor towards Queue 2] PUT Part 27 in the Queue 2
Time: 102 - [Conveyor towards Queue 3] PUT Part 25 in the Queue 3
Time: 104 - [Conveyor towards Queue 5] PUT Part 13 in the Queue 5
! Using 'alternated' policy to allocate Part 26 to Queue 4
Time: 105 - [Conveyor towards Queue 4] GOT Part 26
Time: 105 - [Machine 2] got Part 27 from Queue 2 (capacity= 0)
Time: 105 - [Machine 5] got Part 13 from Queue 5 (capacity= 0)
Time: 107 - [Conveyor towards Queue 1] PUT Part 28 in the Queue 1
Time: 108 - [Machine 1] got Part 28 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 22 to Queue 5
Time: 114 - [Conveyor towards Queue 5] GOT Part 22
Time: 114 - [Machine 4] got Part 24 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 13 to Queue 1
Time: 115 - [Terminator] xxx Part 13 terminated xxx
Time: 115 - [Terminator] Part 29 replaced
Time: 115 - [Conveyor towards Queue 1] GOT Part 29
! Using 'alternated' policy to allocate Part 28 to Queue 2
Time: 119 - [Conveyor towards Queue 2] GOT Part 28
! Using 'alternated' policy to allocate Part 27 to Queue 3
Time: 122 - [Conveyor towards Queue 3] GOT Part 27
Time: 124 - [Conveyor towards Queue 1] PUT Part 29 in the Queue 1
Time: 125 - [Machine 1] got Part 29 from Queue 1 (capacity= 0)
Time: 125 - [Conveyor towards Queue 4] PUT Part 26 in the Queue 4
Time: 125 - [Conveyor towards Queue 5] PUT Part 22 in the Queue 5
Time: 126 - [Machine 5] got Part 22 from Queue 5 (capacity= 0)
Time: 130 - [Conveyor towards Queue 2] PUT Part 28 in the Queue 2
Time: 131 - [Machine 2] got Part 28 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 2
Time: 136 - [Conveyor towards Queue 2] GOT Part 29
! Using 'alternated' policy to allocate Part 22 to Queue 1
Time: 136 - [Terminator] xxx Part 22 terminated xxx
Time: 136 - [Terminator] Part 30 replaced
Time: 136 - [Conveyor towards Queue 1] GOT Part 30
Time: 145 - [Conveyor towards Queue 3] PUT Part 27 in the Queue 3
Time: 145 - [Conveyor towards Queue 1] PUT Part 30 in the Queue 1
Time: 146 - [Machine 1] got Part 30 from Queue 1 (capacity= 0)
Time: 147 - [Conveyor towards Queue 2] PUT Part 29 in the Queue 2
! Using 'alternated' policy to allocate Part 28 to Queue 4
Time: 148 - [Conveyor towards Queue 4] GOT Part 28
Time: 148 - [Machine 2] got Part 29 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 24 to Queue 5
Time: 152 - [Conveyor towards Queue 5] GOT Part 24
Time: 152 - [Machine 4] got Part 26 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 15 to Queue 5
Time: 153 - [Conveyor towards Queue 5] GOT Part 15
Time: 153 - [Machine 3] got Part 17 from Queue 3 (capacity= 5)
! Using 'alternated' policy to allocate Part 30 to Queue 2
Time: 157 - [Conveyor towards Queue 2] GOT Part 30
Time: 163 - [Conveyor towards Queue 5] PUT Part 24 in the Queue 5
Time: 164 - [Machine 5] got Part 24 from Queue 5 (capacity= 0)
Time: 164 - [Conveyor towards Queue 5] PUT Part 15 in the Queue 5
! Using 'alternated' policy to allocate Part 29 to Queue 3
Time: 165 - [Conveyor towards Queue 3] GOT Part 29
Time: 168 - [Conveyor towards Queue 2] PUT Part 30 in the Queue 2
Time: 168 - [Conveyor towards Queue 4] PUT Part 28 in the Queue 4
Time: 169 - [Machine 2] got Part 30 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 24 to Queue 1
Time: 174 - [Terminator] xxx Part 24 terminated xxx
Time: 174 - [Terminator] Part 31 replaced
Time: 174 - [Conveyor towards Queue 1] GOT Part 31
Time: 174 - [Machine 5] got Part 15 from Queue 5 (capacity= 0)
Time: 183 - [Conveyor towards Queue 1] PUT Part 31 in the Queue 1
! Using 'alternated' policy to allocate Part 15 to Queue 1
Time: 184 - [Terminator] xxx Part 15 terminated xxx
Time: 184 - [Terminator] Part 32 replaced
Time: 184 - [Conveyor towards Queue 1] GOT Part 32
Time: 184 - [Machine 1] got Part 31 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 30 to Queue 4
Time: 186 - [Conveyor towards Queue 4] GOT Part 30
Time: 188 - [Conveyor towards Queue 3] PUT Part 29 in the Queue 3
! Using 'alternated' policy to allocate Part 26 to Queue 5
Time: 190 - [Conveyor towards Queue 5] GOT Part 26
Time: 190 - [Machine 4] got Part 28 from Queue 4 (capacity= 0)
Time: 193 - [Conveyor towards Queue 1] PUT Part 32 in the Queue 1
! Using 'alternated' policy to allocate Part 31 to Queue 2
Time: 195 - [Conveyor towards Queue 2] GOT Part 31
Time: 195 - [Machine 1] got Part 32 from Queue 1 (capacity= 0)
Time: 201 - [Conveyor towards Queue 5] PUT Part 26 in the Queue 5
Time: 202 - [Machine 5] got Part 26 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 32 to Queue 2
Time: 206 - [Conveyor towards Queue 2] GOT Part 32
Time: 206 - [Conveyor towards Queue 2] PUT Part 31 in the Queue 2
Time: 206 - [Conveyor towards Queue 4] PUT Part 30 in the Queue 4
Time: 207 - [Machine 2] got Part 31 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 26 to Queue 1
Time: 212 - [Terminator] xxx Part 26 terminated xxx
Time: 212 - [Terminator] Part 33 replaced
Time: 212 - [Conveyor towards Queue 1] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 5
Time: 213 - [Conveyor towards Queue 5] GOT Part 17
Time: 213 - [Machine 3] got Part 19 from Queue 3 (capacity= 5)
Time: 217 - [Conveyor towards Queue 2] PUT Part 32 in the Queue 2
Time: 221 - [Conveyor towards Queue 1] PUT Part 33 in the Queue 1
Time: 222 - [Machine 1] got Part 33 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 31 to Queue 3
Time: 224 - [Conveyor towards Queue 3] GOT Part 31
Time: 224 - [Machine 2] got Part 32 from Queue 2 (capacity= 0)
Time: 224 - [Conveyor towards Queue 5] PUT Part 17 in the Queue 5
Time: 225 - [Machine 5] got Part 17 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 28 to Queue 5
Time: 228 - [Conveyor towards Queue 5] GOT Part 28
Time: 228 - [Machine 4] got Part 30 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 33 to Queue 2
Time: 233 - [Conveyor towards Queue 2] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 1
Time: 235 - [Terminator] xxx Part 17 terminated xxx
Time: 235 - [Terminator] Part 34 replaced
Time: 235 - [Conveyor towards Queue 1] GOT Part 34
Time: 239 - [Conveyor towards Queue 5] PUT Part 28 in the Queue 5
Time: 240 - [Machine 5] got Part 28 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 32 to Queue 4
Time: 241 - [Conveyor towards Queue 4] GOT Part 32
Time: 244 - [Conveyor towards Queue 2] PUT Part 33 in the Queue 2
Time: 244 - [Conveyor towards Queue 1] PUT Part 34 in the Queue 1
Time: 245 - [Machine 2] got Part 33 from Queue 2 (capacity= 0)
Time: 245 - [Machine 1] got Part 34 from Queue 1 (capacity= 0)
Time: 247 - [Conveyor towards Queue 3] PUT Part 31 in the Queue 3
! Using 'alternated' policy to allocate Part 28 to Queue 1
Time: 250 - [Terminator] xxx Part 28 terminated xxx
Time: 250 - [Terminator] Part 35 replaced
Time: 250 - [Conveyor towards Queue 1] GOT Part 35
! Using 'alternated' policy to allocate Part 34 to Queue 2
Time: 256 - [Conveyor towards Queue 2] GOT Part 34
Time: 259 - [Conveyor towards Queue 1] PUT Part 35 in the Queue 1
Time: 260 - [Machine 1] got Part 35 from Queue 1 (capacity= 0)
Time: 261 - [Conveyor towards Queue 4] PUT Part 32 in the Queue 4
! Using 'alternated' policy to allocate Part 33 to Queue 3
Time: 262 - [Conveyor towards Queue 3] GOT Part 33
! Using 'alternated' policy to allocate Part 30 to Queue 5
Time: 266 - [Conveyor towards Queue 5] GOT Part 30
Time: 266 - [Machine 4] got Part 32 from Queue 4 (capacity= 0)
Time: 267 - [Conveyor towards Queue 2] PUT Part 34 in the Queue 2
Time: 268 - [Machine 2] got Part 34 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 2
Time: 271 - [Conveyor towards Queue 2] GOT Part 35
! Using 'alternated' policy to allocate Part 19 to Queue 5
Time: 273 - [Conveyor towards Queue 5] GOT Part 19
Time: 273 - [Machine 3] got Part 21 from Queue 3 (capacity= 5)
Time: 277 - [Conveyor towards Queue 5] PUT Part 30 in the Queue 5
Time: 278 - [Machine 5] got Part 30 from Queue 5 (capacity= 0)
Time: 282 - [Conveyor towards Queue 2] PUT Part 35 in the Queue 2
Time: 284 - [Conveyor towards Queue 5] PUT Part 19 in the Queue 5
! Using 'alternated' policy to allocate Part 34 to Queue 4
Time: 285 - [Conveyor towards Queue 4] GOT Part 34
Time: 285 - [Machine 2] got Part 35 from Queue 2 (capacity= 0)
Time: 285 - [Conveyor towards Queue 3] PUT Part 33 in the Queue 3
! Using 'alternated' policy to allocate Part 30 to Queue 1
Time: 288 - [Terminator] xxx Part 30 terminated xxx
Time: 288 - [Terminator] Part 36 replaced
Time: 288 - [Conveyor towards Queue 1] GOT Part 36
Time: 288 - [Machine 5] got Part 19 from Queue 5 (capacity= 0)
Time: 297 - [Conveyor towards Queue 1] PUT Part 36 in the Queue 1
! Using 'alternated' policy to allocate Part 19 to Queue 1
Time: 298 - [Terminator] xxx Part 19 terminated xxx
Time: 298 - [Terminator] Part 37 replaced
Time: 298 - [Conveyor towards Queue 1] GOT Part 37
Time: 298 - [Machine 1] got Part 36 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 3
Time: 302 - [Conveyor towards Queue 3] GOT Part 35
! Using 'alternated' policy to allocate Part 32 to Queue 5
Time: 304 - [Conveyor towards Queue 5] GOT Part 32
Time: 305 - [Conveyor towards Queue 4] PUT Part 34 in the Queue 4
Time: 306 - [Machine 4] got Part 34 from Queue 4 (capacity= 0)
Time: 307 - [Conveyor towards Queue 1] PUT Part 37 in the Queue 1
! Using 'alternated' policy to allocate Part 36 to Queue 2
Time: 309 - [Conveyor towards Queue 2] GOT Part 36
Time: 309 - [Machine 1] got Part 37 from Queue 1 (capacity= 0)
Time: 315 - [Conveyor towards Queue 5] PUT Part 32 in the Queue 5
Time: 316 - [Machine 5] got Part 32 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 37 to Queue 2
Time: 320 - [Conveyor towards Queue 2] GOT Part 37
Time: 320 - [Conveyor towards Queue 2] PUT Part 36 in the Queue 2
Time: 321 - [Machine 2] got Part 36 from Queue 2 (capacity= 0)
Time: 325 - [Conveyor towards Queue 3] PUT Part 35 in the Queue 3
! Using 'alternated' policy to allocate Part 32 to Queue 1
Time: 326 - [Terminator] xxx Part 32 terminated xxx
Time: 326 - [Terminator] Part 38 replaced
Time: 326 - [Conveyor towards Queue 1] GOT Part 38
Time: 331 - [Conveyor towards Queue 2] PUT Part 37 in the Queue 2
! Using 'alternated' policy to allocate Part 21 to Queue 5
Time: 333 - [Conveyor towards Queue 5] GOT Part 21
Time: 333 - [Machine 3] got Part 23 from Queue 3 (capacity= 6)
Time: 335 - [Conveyor towards Queue 1] PUT Part 38 in the Queue 1
Time: 336 - [Machine 1] got Part 38 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 36 to Queue 4
Time: 338 - [Conveyor towards Queue 4] GOT Part 36
Time: 338 - [Machine 2] got Part 37 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 34 to Queue 5
Time: 344 - [Conveyor towards Queue 5] GOT Part 34
Time: 344 - [Conveyor towards Queue 5] PUT Part 21 in the Queue 5
Time: 345 - [Machine 5] got Part 21 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 38 to Queue 2
Time: 347 - [Conveyor towards Queue 2] GOT Part 38
! Using 'alternated' policy to allocate Part 37 to Queue 3
Time: 355 - [Conveyor towards Queue 3] GOT Part 37
! Using 'alternated' policy to allocate Part 21 to Queue 1
Time: 355 - [Terminator] xxx Part 21 terminated xxx
Time: 355 - [Terminator] Part 39 replaced
Time: 355 - [Conveyor towards Queue 1] GOT Part 39
Time: 355 - [Conveyor towards Queue 5] PUT Part 34 in the Queue 5
Time: 356 - [Machine 5] got Part 34 from Queue 5 (capacity= 0)
Time: 358 - [Conveyor towards Queue 2] PUT Part 38 in the Queue 2
Time: 358 - [Conveyor towards Queue 4] PUT Part 36 in the Queue 4
Time: 359 - [Machine 2] got Part 38 from Queue 2 (capacity= 0)
Time: 359 - [Machine 4] got Part 36 from Queue 4 (capacity= 0)
Time: 364 - [Conveyor towards Queue 1] PUT Part 39 in the Queue 1
Time: 365 - [Machine 1] got Part 39 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 34 to Queue 1
Time: 366 - [Terminator] xxx Part 34 terminated xxx
Time: 366 - [Terminator] Part 40 replaced
Time: 366 - [Conveyor towards Queue 1] GOT Part 40
Time: 375 - [Conveyor towards Queue 1] PUT Part 40 in the Queue 1
! Using 'alternated' policy to allocate Part 38 to Queue 4
Time: 376 - [Conveyor towards Queue 4] GOT Part 38
! Using 'alternated' policy to allocate Part 39 to Queue 2
Time: 376 - [Conveyor towards Queue 2] GOT Part 39
Time: 376 - [Machine 1] got Part 40 from Queue 1 (capacity= 0)
Time: 378 - [Conveyor towards Queue 3] PUT Part 37 in the Queue 3
! Using 'alternated' policy to allocate Part 40 to Queue 2
Time: 387 - [Conveyor towards Queue 2] GOT Part 40
Time: 387 - [Conveyor towards Queue 2] PUT Part 39 in the Queue 2
Time: 388 - [Machine 2] got Part 39 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 23 to Queue 5
Time: 393 - [Conveyor towards Queue 5] GOT Part 23
Time: 393 - [Machine 3] got Part 25 from Queue 3 (capacity= 6)
Time: 396 - [Conveyor towards Queue 4] PUT Part 38 in the Queue 4
! Using 'alternated' policy to allocate Part 36 to Queue 5
Time: 397 - [Conveyor towards Queue 5] GOT Part 36
Time: 397 - [Machine 4] got Part 38 from Queue 4 (capacity= 0)
Time: 398 - [Conveyor towards Queue 2] PUT Part 40 in the Queue 2
Time: 404 - [Conveyor towards Queue 5] PUT Part 23 in the Queue 5
! Using 'alternated' policy to allocate Part 39 to Queue 3
Time: 405 - [Conveyor towards Queue 3] GOT Part 39
Time: 405 - [Machine 2] got Part 40 from Queue 2 (capacity= 0)
Time: 405 - [Machine 5] got Part 23 from Queue 5 (capacity= 0)
Time: 408 - [Conveyor towards Queue 5] PUT Part 36 in the Queue 5
! Using 'alternated' policy to allocate Part 23 to Queue 1
Time: 415 - [Terminator] xxx Part 23 terminated xxx
Time: 415 - [Terminator] Part 41 replaced
Time: 415 - [Conveyor towards Queue 1] GOT Part 41
Time: 415 - [Machine 5] got Part 36 from Queue 5 (capacity= 0)
=== Reading all the events from table: digital_log ===
(1, 0, 'Machine 4', 'Started', 'Part 18', 'Queue 4', None, None)
(2, 0, 'Machine 5', 'Started', 'Part 16', 'Queue 5', None, None)
(3, 8, 'Machine 1', 'Finished', 'Part 24', 'Queue 2', None, None)
(4, 10, 'Machine 5', 'Finished', 'Part 16', 'Queue 1', None, None)
(5, 11, 'Machine 2', 'Finished', 'Part 21', 'Queue 3', None, None)
(6, 11, 'Machine 2', 'Started', 'Part 22', 'Queue 2', None, None)
(7, 20, 'Machine 1', 'Started', 'Part 25', 'Queue 1', None, None)
(8, 28, 'Machine 2', 'Finished', 'Part 22', 'Queue 4', None, None)
(9, 28, 'Machine 2', 'Started', 'Part 23', 'Queue 2', None, None)
(10, 31, 'Machine 1', 'Finished', 'Part 25', 'Queue 2', None, None)
(11, 33, 'Machine 3', 'Finished', 'Part 11', 'Queue 5', None, None)
(12, 33, 'Machine 3', 'Started', 'Part 13', 'Queue 3', None, None)
(13, 38, 'Machine 4', 'Finished', 'Part 18', 'Queue 5', None, None)
(14, 38, 'Machine 4', 'Started', 'Part 20', 'Queue 4', None, None)
(15, 45, 'Machine 2', 'Finished', 'Part 23', 'Queue 3', None, None)
(16, 45, 'Machine 2', 'Started', 'Part 24', 'Queue 2', None, None)
(17, 45, 'Machine 5', 'Started', 'Part 11', 'Queue 5', None, None)
(18, 55, 'Machine 5', 'Finished', 'Part 11', 'Queue 1', None, None)
(19, 55, 'Machine 5', 'Started', 'Part 18', 'Queue 5', None, None)
(20, 62, 'Machine 2', 'Finished', 'Part 24', 'Queue 4', None, None)
(21, 62, 'Machine 2', 'Started', 'Part 25', 'Queue 2', None, None)
(22, 65, 'Machine 5', 'Finished', 'Part 18', 'Queue 1', None, None)
(23, 65, 'Machine 1', 'Started', 'Part 26', 'Queue 1', None, None)
(24, 76, 'Machine 4', 'Finished', 'Part 20', 'Queue 5', None, None)
(25, 76, 'Machine 4', 'Started', 'Part 22', 'Queue 4', None, None)
(26, 76, 'Machine 1', 'Finished', 'Part 26', 'Queue 2', None, None)
(27, 76, 'Machine 1', 'Started', 'Part 27', 'Queue 1', None, None)
(28, 79, 'Machine 2', 'Finished', 'Part 25', 'Queue 3', None, None)
(29, 87, 'Machine 1', 'Finished', 'Part 27', 'Queue 2', None, None)
(30, 88, 'Machine 2', 'Started', 'Part 26', 'Queue 2', None, None)
(31, 88, 'Machine 5', 'Started', 'Part 20', 'Queue 5', None, None)
(32, 93, 'Machine 3', 'Finished', 'Part 13', 'Queue 5', None, None)
(33, 93, 'Machine 3', 'Started', 'Part 15', 'Queue 3', None, None)
(34, 98, 'Machine 5', 'Finished', 'Part 20', 'Queue 1', None, None)
(35, 105, 'Machine 2', 'Finished', 'Part 26', 'Queue 4', None, None)
(36, 105, 'Machine 2', 'Started', 'Part 27', 'Queue 2', None, None)
(37, 105, 'Machine 5', 'Started', 'Part 13', 'Queue 5', None, None)
(38, 108, 'Machine 1', 'Started', 'Part 28', 'Queue 1', None, None)
(39, 114, 'Machine 4', 'Finished', 'Part 22', 'Queue 5', None, None)
(40, 114, 'Machine 4', 'Started', 'Part 24', 'Queue 4', None, None)
(41, 115, 'Machine 5', 'Finished', 'Part 13', 'Queue 1', None, None)
(42, 119, 'Machine 1', 'Finished', 'Part 28', 'Queue 2', None, None)
(43, 122, 'Machine 2', 'Finished', 'Part 27', 'Queue 3', None, None)
(44, 125, 'Machine 1', 'Started', 'Part 29', 'Queue 1', None, None)
(45, 126, 'Machine 5', 'Started', 'Part 22', 'Queue 5', None, None)
(46, 131, 'Machine 2', 'Started', 'Part 28', 'Queue 2', None, None)
(47, 136, 'Machine 1', 'Finished', 'Part 29', 'Queue 2', None, None)
(48, 136, 'Machine 5', 'Finished', 'Part 22', 'Queue 1', None, None)
(49, 146, 'Machine 1', 'Started', 'Part 30', 'Queue 1', None, None)
(50, 148, 'Machine 2', 'Finished', 'Part 28', 'Queue 4', None, None)
(51, 148, 'Machine 2', 'Started', 'Part 29', 'Queue 2', None, None)
(52, 152, 'Machine 4', 'Finished', 'Part 24', 'Queue 5', None, None)
(53, 152, 'Machine 4', 'Started', 'Part 26', 'Queue 4', None, None)
(54, 153, 'Machine 3', 'Finished', 'Part 15', 'Queue 5', None, None)
(55, 153, 'Machine 3', 'Started', 'Part 17', 'Queue 3', None, None)
