papers_name,papers_abstract,papers_year,papers_keywords,papers_type,papers_country,papers_cluster_number,papers_keywords_score
'Digital Twins' for Highly Customized Electronic Devices-Case Study on a Rework Operation,"The ongoing changes in manufacturing require that new information models for industrial computer systems be developed and applied. This paper describes a concept for the material model as a 'digital twin' for producing highly customised, smart electronic devices. The scope of the research is the transformation of the models that are typical for the currently used automation pyramid approach to Reference Architecture Models for Industry 4.0 (RAMI4.0). The ISA95 standard is used as the modelling tool and Open Production Connectivity Unified Architecture (OPC UA) as the communication middleware. The presented use case focuses on a rework operation that is performed during the short series production of highly customised electronic devices that are produced by the Aiut company. The paper focuses on the transformation from the static architecture of Manufacturing Execution Systems to flexible and dynamic information models. © 2013 IEEE.",2019,Computer architecture Digital devices Information theory Middleware Thermoelectric equipment Common information model Communication middleware Flexible manufacturing Industrial computer systems Manufacturing Execution System Reference architecture Static architecture Unified architecture Computer integrated manufacturingCommon information model (computing) computer integrated manufacturing flexible manufacturing systemsintelligent manufacturing systems,academic,"Institute of Informatics, Silesian University of Technology, Gliwice, 44-100, Poland; Automation Department, AIUT Sp. Z O.o., Gliwice, 44-109, Poland; Department of Electrical Engineering, Western Norway University of Applied Sciences, Forde, 6812, Norway",165,0.2619047619047619
"Digital twin of mRNA-based SARS-COVID-19 vaccine manufacturing towards autonomous operation for improvements in speed, scale, robustness, flexibility and real-time release testing","Supplying SARS-COVID-19 vaccines in quantities to meet global demand has a bottleneck in manufacturing capacity. Assessment of existing mRNA (messenger ribonucleic acid) vaccine processing shows the need for digital twins enabled by process analytical technology approaches to improve process transfers for manufacturing capacity multiplication, reduction of out-of-specification batch failures, qualified personnel training for faster validation and efficient operation, optimal utilization of scarce buffers and chemicals, and faster product release. A digital twin of the total pDNA (plasmid deoxyribonucleic acid) to mRNA process is proposed. In addition, a first feasibility of multisensory process analytical technology (PAT) is shown. Process performance characteristics are derived as results and evaluated regarding manufacturing technology bottlenecks. Potential improvements could be pointed out such as dilution reduction in lysis, and potential reduction of necessary chromatography steps. 1 g pDNA may lead to about 30 g mRNA. This shifts the bottleneck towards the mRNA processing step, which points out co-transcriptional capping as a preferred option to reduce the number of purification steps. Purity demands are fulfilled by a combination of mixed-mode and reversed-phase chromatography as established unit operations on a higher industrial readiness level than e.g., precipitation and ethanol-chloroform extraction. As a final step, lyophilization was chosen for stability, storage and transportation logistics. Alternative process units like UF/DF (ultra-/diafiltration) integration would allow the adjustment of final concentration and buffer composition before lipid-nano particle (LNP) formulation. The complete digital twin is proposed for further validation in manufacturing scale and utilization in process optimization and manufacturing operations. The first PAT results should be followed by detailed investigation of different batches and processing steps in order to implement this strategy for process control and reliable, efficient operation. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Digital twin Manufacturing MRNA PDNA Process analytical technology SARS-COVID-19 Vaccines,academic,"Institute for Separation and Process Technology, Clausthal University of Technology, Leibnizstr. 15, Clausthal-Zellerfeld, 38678, Germany",174,0.2
Digital twin quality improvement for mines through standardization of attribute content for 3D GIS-based geotechnical modeling; [ПОВЫШЕНИЕ КАЧЕСТВА ЦИФРОВЫХ «ДВОЙНИКОВ» ГОРНОДОБЫВАЮЩИХ ПРЕДПРИЯТИЙ НА БАЗЕ СТАНДАРТИЗАЦИИ АТРИБУТИВНОГО НАПОЛНЕНИЯ ТЕХНОЛОГИЧЕСКИХ 3D-МОДЕЛЕЙ В ГГИС],"Currently, mining companies are increasingly implementing digitalization in their production. At the same time, it is worth noting that the role of standards in creating “digital mines” and “mines of the future” is difficult to overestimate. Digitalization and standardization are closely interrelated processes. The only correct way to integrate the devices, information systems and digital models used in mining enterprises is based primarily on technical standards and regulations, which in turn strengthen the Foundation for intelligent digital production in the industry. In order to ensure the compatibility of mining and geological, mining and technological and technical parameters, intelligent management systems and data analysis, as well as the interaction of various departments of mining enterprises with government services, it is necessary to create industry standards for digital production. This article highlights the main stages of the creating process a frame model of the excavation chamber in the GGIS, analyzes the standard set of attributes frame models of element’s the underground mining system solid mineral deposits (excavation chambers, treatment faces, technological units, panels, blocks, floors of preparatory workings, security pillars, etc.) in the GGIS and user attributes necessary for formalization of technological 3D models. The rules of attributive filling technological 3D models created in mining and geological information systems for standardization of digital production at an underground mine are proposed. The use of such regulations in the future makes it possible to carry out state analysis of 3D design models in an automated mode, and determines the transition to the use of regulatory and technical documentation in electronic form as part of digital “images” of mining enterprises. © 2020 Publishing house Mining book. All rights reserved.",2020,3D modeling in the mining industry Attributes of technological 3D models in GGIS Development of ore deposits’s georesources Digital “image” of a mining enterprise Mining and geological information systems (GGIS) Standardization of mining digital production,academic,"North Caucasian Institute of Mining and Metallurgy (State Technological University), Vladikavkaz, Russian Federation",195,0.2
A Novel Implementation Framework of Digital Twins for Intelligent Manufacturing Based on Container Technology and Cloud Manufacturing Services,"Many core technologies of Industry 4.0 have gained substantial advancement in recent years. Digital Twin (DT) has become the key technology and tool for manufacturing industries to realize intelligent cyber-physical integration and digital transformation by leveraging these technologies. Although there have been many DT-related works, there is no standard definition, unified framework, and implementation approach of DT until now. Widely developing DTs for the manufacturing industry is still challenging. Thus, this paper proposes a novel implementation framework of digital twins for intelligent manufacturing, denoted as IF-DTiM, which possesses several distinct merits to distinguish itself from previous works. First, IF-DTiM fully utilizes new-generation container technology so that DT-related applications and services can be packaged in a self-contained way, rapidly deployed, and robustly operated with the capabilities of failover, autoscaling, and load balancing. Second, it leverages existing intelligent cloud manufacturing services to realize the intelligence for DT externally in a scalable and plug-and-play manner instead of using traditional approaches to embed intelligence in DT. Third, IF-DTiM contains Product DT for products, Equipment DT (i.e., EQ DT) for equipment, and Process DT for production lines, which can generically fulfill the demands and scenarios to achieve intelligent manufacturing for various manufacturing industries. Testing results show that IF-DTiM can achieve remarkable performance in rapid deployment and real-time data exchanges of DT-related applications. Finally, we develop an example DTiM system for CNC machining based on IF-DTiM to demonstrate its efficacy and applicability in facilitating the manufacturing industry to build their DT systems. Note to Practitioners - Developing Digital Twin (DT) systems to realize intelligent manufacturing is challenging. The proposed IF-DTiM (Implementation Framework of Digital Twins for Intelligent Manufacturing) provides a novel container-technology and cloud-manufacturing-service-based systematic methodology for building DTiM. In this paper, we present the system architecture and several operational scenarios (e.g., how to create and use DTs) of IF-DTiM, together with the design of its core functional mechanisms (e.g., rapid deployment scheme for DT, real-time data exchange for DT, DT interface pattern, and general workflow architecture for DT). Also, an example DTiM system for CNC machining based on IF-DTiM is presented to facilitate the practitioners to adopt the designs and niches in IF-DTiM to build their desired DTiM systems.  © 2004-2012 IEEE.",2022,Computer aided manufacturing Electronic data interchange Industry 4.0 Cloud Manufacturing Cloud-computing Container technology. Core technology Implementation framework Intelligent Manufacturing Manufacturing industries Manufacturing service Many-core Software Containerscontainer technology digital twins Implementation framework intelligent manufacturing,academic,"Chinese Culture University, Department of Computer Science and Information Engineering, Taipei, 111396, Taiwan; Institute of Manufacturing Information and Systems, National Cheng Kung University, Tainan, 701401, Taiwan; National Cheng Kung University, Department of Computer Science and Information Engineering, Tainan, 701401, Taiwan; National Taichung University of Education, Department of Computer Science, Taichung, 40306, Taiwan",216,0.24242424242424243
Digital Twins for Enhanced Resilience: Aerospace Manufacturing Scenario,"European manufacturing industry faces a growing cyber-threat landscape which increasingly involves sophisticated nation-state- sponsored actors. Moreover, while the ongoing evolution towards more connected production environments generates significant benefits in productivity, it also creates more complex risk scenarios. In this work we show how Digital Twins enhance the resilience and improve the overall security posture of manufacturing industry, based on a highly critical scenario unfolding in the aerospace sector. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2022,Cybersecurity Risk perception Aerospace manufacturing Cybe resilience Cyber threats Distributed manufacturing European manufacturing Industry based Manufacturing industries Production environments Risks scenarios Unfoldings ManufactureCyber resilience Digital Twin Distributed manufacturing,academic,"Airbus Cybersecurity SAS, Elancourt, France; GECAD/ISEP, Porto, Portugal; IRT SystemX, Rennes, France",216,0.21428571428571427
Sustainable Manufacturing Digital Twins: A Review of Development and Application,"Sustainable manufacturing as a concept as well as the practices that are deployed are well established in the literature. Tools that guide the development of manufacturing to have less environmental impact are being deployed and documented. The power of digital technology to enable manufacturing systems to be more productive is well established and advances continue to be made. What is less well known is how digital technology can support the pursuit of sustainable manufacturing, especially using digital models, shadows and twins. Here a digital simulation model is configured to analyse, replicate and drive the real production respectively to improve resource productivity in the widest sense. This paper considers the literature and practice of such digital tools in manufacturing operations as well as across the lifecycle. Literature considered is mostly from 2018 onwards as this is the point at which digital twin empirical work emerges. Whilst the work on digital twins is advancing fast, the work on sustainable manufacturing is limited to energy and, to some extent, resource efficiency. Further when compared to documented practice, the academic field appears to be lagging depending on how the loose definition of digital twins in practice is interpreted. The paper concludes with potential avenues for further research on digital models, shadows and twins in the pursuit of sustainable manufacturing. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",2022,Digital devices Environmental impact Industrial research Life cycle Development and applications Digital modeling Digital simulation models Digital technologies Eco-efficiency Literature reviews Power Resource productivity Sustainable manufacturing Sustainable manufacturing system Industry 4.0Digital twins Eco-efficiency Industry 4.0 Literature review Sustainable manufacturing systems,academic,"University of York Management School, York, United Kingdom",216,0.25
"Digital twins: Representation, Replication, Reality, and Relational (4Rs)","Digital twins hold promise for operational improvement for manufacturers. The use of digital twins in industry requires a significant change in manufacturing practices but is crucial to implementing smart manufacturing technologies and Industry 4.0 principles. Unfortunately, there is no consensus definition of a digital twin which leads to confusion about its essential features and distinction from product models and simulations. This research addresses the confusion surrounding digital twins by creating a generalized framework for creating a digital twin of any system, providing structure to improve communications about the digital twin, and aligning the digital twin's capabilities with its intended purpose. © 2021 Society of Manufacturing Engineers (SME)",2022,Essential features Framework Manufacturing industries Manufacturing practices Manufacturing technologies Model and simulation Operational improvements Product models Product simulation Smart manufacturing Industry 4.0Digital Twin Framework Industry 4.0 Manufacturing,academic,"Auburn University, Department of Industrial & Systems Engineering, 345 W. Magnolia Ave., Auburn, 36849, AL, United States",216,0.48148148148148145
Intelligent Manufacturing with Digital Twin,"The age of digital transformation will have a significant impact on industry and society. Designing, developing, and manufacturing products is more based on the influence of the fourth technological wave with its possibilities through digital transformation. The digital twin is commonly known as a key enabler for digital transformation at all scales - for large and small businesses, for organizations and individuals, globally and locally. The new challenges through digital transformation are seen as an opportunity to achieve higher levels of solutions to handle the different innovative technological methods with regard to quality in production in the manufacturing industry. Due to the complexity of intelligent manufacturing, an advanced and complex tool is required to (i) investigate, (ii) monitor, and (iii) simulate the intelligent manufacturing processes in real-time. The tool to achieve this goal is the digital twin, which works in parallel to sense, monitor, and control manufacturing devices and cyber-physical production systems across the manufacturing plant network infrastructure. The digital twin performs real-time optimization and evaluates the metrics of the execution of the intelligent manufacturing system. This paper introduces intelligent manufacturing and the digital twin as key enablers for the digital transformation in intelligent manufacturing. © 2021 IEEE.",2021,Complex networks Digital devices Digital twin Product design Digital transformation Intelligent Manufacturing Intelligent manufacturing system Manufacturing industries Manufacturing products Network infrastructure Real-time optimization Technological methods ManufactureDigital twins Intelligent manufacturing,academic,"Clausthal University of Technology (TUC), Germany; University of Nebraska-Lincoln, United States; Zhengzhou University, China",216,0.2413793103448276
Digital twin-based sustainable intelligent manufacturing: a review,"As the next-generation manufacturing system, intelligent manufacturing enables better quality, higher productivity, lower cost, and increased manufacturing flexibility. The concept of sustainability is receiving increasing attention, and sustainable manufacturing is evolving. The digital twin is an emerging technology used in intelligent manufacturing that can grasp the state of intelligent manufacturing systems in real-time and predict system failures. Sustainable intelligent manufacturing based on a digital twin has advantages in practical applications. To fully understand the intelligent manufacturing that provides the digital twin, this study reviews both technologies and discusses the sustainability of intelligent manufacturing. Firstly, the relevant content of intelligent manufacturing, including intelligent manufacturing equipment, systems, and services, is analyzed. In addition, the sustainability of intelligent manufacturing is discussed. Subsequently, a digital twin and its application are introduced along with the development of intelligent manufacturing based on the digital twin technology. Finally, combined with the current status, the future development direction of intelligent manufacturing is presented. © 2020, The Author(s).",2021,Advanced manufacturing Digital twin Industry 4.0 Intelligent manufacturing Sustainable manufacturing,academic,"Shanghai Key Laboratory of Intelligent Manufacturing and Robotics, School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, 200444, China",216,0.4
Digital twins in product lifecycle for sustainability in manufacturing and maintenance,"A “digital twin” is a dynamic, digital replica of a technical object (e.g., a physical system, device, machine or production process) or a living organism. Using this type of solution has become an integral part of Industry 4.0, offering businesses tangible benefits, in addition to being particularly effective within the context of sustainable production and maintenance. The purpose of this paper is to present the results of research on the development of digital twins of technical objects, which involved data acquisition and their conversion into knowledge, the use of physical models to simulate tasks and processes, and the use of simulation models to improve the physical tasks and processes. In addition, monitoring processes and process parameters allow for the continued improvement of existing processes as regards intelligent eco-designing and planning and monitoring production processes while taking into account sustainable production and maintenance. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Computational intelligence Digital twins Maintenance Manufacturing Sustainability,academic,"Institute of Computer Science, Kazimierz Wielki University, Bydgoszcz, 85-064, Poland; Faculty of Mechanical Engineering, Poznań University of Technology, Poznań, 60-965, Poland",216,0.2857142857142857
Towards a digital twin for cloud manufacturing-case study,"Cloud manufacturing (CMfg) is a new manufacturing paradigm designed to enable manufacturing enterprise to share their resources and capabilities. Prior to any real-life change in the system, for CMfg it is important to anticipate and optimize the response of the system through simulation. Digital Twins (DT) is a simulation method for this paradigm that is different from existing simulation methods in two ways. It is a virtual copy of the system containing all the components and can connect to the controller in real time. The goal of this work is to develop a DT for an educational manufacturing cell. The educational manufacturing cell is a FESTO Reconfigurable Mechatronics System (RMS). The cell has four stations that uses pallets to transport the product on the conveyor belt and assembles a part of the product. The Siemens Process Simulate: TECNOMATIX, was used to create the DT of the system. The system is modeled in a CAD program and then imported into TECNOMATIX Process Simulate, where it is programmed to replicate the processes. Copyright © 2018 ASME",2018,Belt conveyors Computer aided manufacturing Flexible manufacturing systems Industry 4.0 Cloud Manufacturing Cloud manufacturing (CMfg) Digital Twins Manufacturing enterprise Manufacturing paradigm Mechatronics systems Resources and capabilities Siemens process Computer aided designCloud Manufacturing Digital Twins Industry 4.0 IOT,academic,"Kennesaw State University Marietta, GA, United States; Universidad Autónoma de San Luis Potosí Rioverde, San Luis Potosí, Mexico; Hacettepe University, Ankara, Turkey",216,0.21621621621621623
Conceptualizing Digital Twins,"Properly arranging models, data sources, and their relations to engineer digital twins is challenging. We propose a conceptual modeling framework for digital twins that captures the combined usage of heterogeneous models and their respective evolving data for the twinâs entire lifecycle.  © 1984-2012 IEEE.",2022,Biological systems Life cycle Unified Modeling Language Actual system Adaptation models Biological system modeling Conceptual model Conceptual modeling framework Condition Modeling type Modelling framework Predictive models Structure property Data structuresConceptual Modeling Framework Digital Twin Model Types,academic,"University of L'Aquila, Italy; École de technologie supérieure, Canada; University of Rennes 1, France; Eindhoven University of Technology, Netherlands; Johannes Kepler University Linz, Austria; University of Stuttgart, Germany",218,0.3611111111111111
Modelling for digital twins—potential role of surrogate models,"The application of white box models in digital twins is often hindered by missing knowl-edge, uncertain information and computational difficulties. Our aim was to overview the difficulties and challenges regarding the modelling aspects of digital twin applications and to explore the fields where surrogate models can be utilised advantageously. In this sense, the paper discusses what types of surrogate models are suitable for different practical problems as well as introduces the appropriate techniques for building and using these models. A number of examples of digital twin applications from both continuous processes and discrete manufacturing are presented to underline the potentials of utilising surrogate models. The surrogate models and model-building methods are categorised according to the area of applications. The importance of keeping these models up to date through their whole model life cycle is also highlighted. An industrial case study is also presented to demonstrate the applicability of the concept. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Digital twin Model life cycle Model maintenance Surrogate model,academic,"MTA-PE “Lendület” Complex Systems Monitoring Research Group, Department of Process Engineering, University of Pannonia, Egyetem Street 10, Veszprém, H-8200, Hungary",218,0.3333333333333333
Manufacturing resilience and agility through processes digital twin: Design and testing applied in the LPBF case,"Digital twins can be very promising towards offering agility and resilience in manufacturing. Especially at process level, the adaptability and the real-time optimization they can bring along is highly desired. However, digital twins, being the outcome of severe systems integration are difficult to be designed and be implemented integrating all the desired functions, such as process control and quality assessment. This work investigates the opportunity to integrate different models under the concept of a digital twin of a manufacturing process (namely LPBF) and be able to meet diverse requirements, such as adaptivity, real-time optimization and uncertainty management. The suggested framework takes into account all the phases of the digital twin, such as sensorization, modelling, diagnostic and prognostic functions and puts together an architecture including all available models and thus paving the way towards achieving to meet all the requirements. A case study is also presented showing the capabilities of the partial models utilized as well as the performance of the digital twin in closed-loop control. The digital twin is proved to be highly feasible and appears to have good performance indicators.  © 2021 The Authors. Published by Elsevier B.V.",2021,Adaptivity LPBF Manufacturing process Manufacturing resilience Process levels Quality assessment Realtime optimizations (RTO) Surrogate modeling System integration Twin design Process controlDigital Twin LPBF Manufacturing Resilience Surrogate Models,academic,"Laboratory for Manufacturing Systems and Automation (LMS), Department of Mechanical Engineering and Aeronautics, University of Patras, Rio Patras, 26504, Greece",218,0.2962962962962963
Digital-twin enabled experimentation testbed for mbse,"As Model Based Systems Engineering (MBSE) continues to advance in terms of system life cycle coverage, modeling languages, methods, and tools, there is a growing need for an overarching framework to organize MBSE artifacts and facilitate their rapid retrieval and use by MBSE researchers. Also, researchers need a simulation environment that supports exploration, experimentation with different modeling constructs and algorithms, and performance data collection over a broad range of conditions and with different assumptions. To address these requirements, this paper presents progress to date in developing a MBSE research testbed for modeling, experimentation, and verification and validation, and exploration of system behaviors over a wide range of operational scenarios and operating conditions. The testbed is intended to help researchers analyze data to uncover patterns and trends, reuse models and components as applicable, and serve as a repository for scenarios, system models, case studies, and lessons learned. Two different operational scenarios from different domains are used to convey the capabilities of the testbed. This paper presents findings and lessons learned from the prototype MBSE testbed implementation. © 2021, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",2021,Aviation Life cycle Modeling languages Algorithms and performance Coverage models Model algorithms Model method Model-based system engineerings Modeling construct Modelling tools Operational scenario Simulation environment System life cycle Testbeds,academic,"University of Southern California, Los Angeles, 90089, CA, United States; Intelligent Systems Technology, Inc., Los Angeles, 90066, CA, United States",218,0.2413793103448276
Digital twins: Understanding the added value of integrated models for through-life engineering services,"Digital twins are digital representations of physical products or systems that consist of multiple models from various domains describing them on multiple scales. By means of communication, digital twins change and evolve together with their physical counterparts throughout their lifecycle. Domain-specific partial models that make up the digital twin, such as the CAD model or the degradation model, are usually well known and provide accurate descriptions of certain parts of the physical asset. However, in complex systems, the value of integrating the partial models increases because it facilitates the study of their complex behaviours which only emerge from the interactions between various parts of the system. The paper proposes that the partial models of the digital twin share a common model space that integrates them through a definition of their interrelations and acts as a bridge between the digital twin and the physical asset. The approach is illustrated in a case of a mechatronic product - a differential drive mobile robot developed as a testbed for digital twin research. It is demonstrated how the integrated models add value to different stages of the lifecycle, allowing for evaluation of performance in the design stage and real-time reflection with the physical asset during its operation. © 2018 The Authors. Published by Elsevier B.V.",2018,Digital twin Modelling Multi-domain model,academic,"University of Ljubljana, Department of Manufacturing Systems and Control, Slovenia; Cranfield University, Through-life Engineering Services Centre, United Kingdom",218,0.4
Model-based automatic generation of digital twin models for the simulation of reconfigurable manufacturing systems for timber construction,"Reconfigurable manufacturing systems adapt to changing requirements and therefore offer a solution to the challenges associated with increasing product variety and shorter product life cycles. This is especially helpful in the prefabrication in timber construction, as components and requirements vary widely between projects. However, reconfigurations must be quick to keep downtimes short. The planning of reconfigurations is a complex problem where digital twins and simulation models of the manufacturing systems are necessary for simulation and validation. In our timber prefabrication use case, building components and requirements change from project to project, and the manufacturing system needs to reconfigure frequently. The building components and the configuration of the manufacturing system are designed simultaneously during a co-design process to ensure the integrity of the manufacturing process in a changing manufacturing environment. Hence, this may require many iterations of the planning process. Each iteration needs validation through a simulation. However, the manual generation of simulation models is time-consuming and error-prone and thus poses an obstacle for the digital planning phase. This paper addresses this issue and presents a model-based approach to generate simulation models for reconfigurable manufacturing systems. Our system and its components are modeled in automation markup language as this domain-specific language allows us to model not only kinematics and geometry but also behavior, skills, and interfaces to check the compatibility of components. We apply the method to our use case with the IntCDC wood prefabrication system. The proposed method builds a component graph for a configuration of the manufacturing system and generates the required packages for the simulation in Gazebo and ROS. To build simulation models automatically, we apply model-to-model and model-to-text transformation techniques. The proposed method is suitable for integration in the digital co-design workflow of IntCDC and allows fast iterations with continuous simulations of machine configurations throughout the planning process. © 2022 The Authors. Published by Elsevier B.V.",2022,Computer software Iterative methods Life cycle Manufacture Problem oriented languages AutomationML IntCDC Reconfigurable manufacturing system ROS Simulation Simulation model Software defined manufacturing Timber construction Timber prefabrication URDF TimberAutomationML IntCDC Reconfigurable Manufacturing System ROS Simulation Software Defined Manufacturing Timber Prefabrication URDF,academic,"Institute for Control Engineering of Machine Tools and Manufacturing Units, University of Stuttgart, Seidenstr. 36, Stuttgart, D-70174, Germany",229,0.225
Evolutionary digital twin model with an agent-based discrete-event simulation method,"A digital twin model provides the ability to adjust candidate behavior based on feedback from its physical part. However, small interactions between different subsystems and using real-time data about physical workshops are the primary problems in digital twin models. The essence of the digital twin model is the combination of the physical simulation method and the data-driven simulation method, and agent-based discrete-event modeling theory is an advanced way to build a digital twin model. Thus, the theoretical framework of the Digital Twin Workshop model is improved from the underlying modeling logic based on this new theory. By combining reinforcement learning with the digital twin workshop model, an evolutionary digital twin workshop model is developed in this study. This model is then applied to a real-world case. A comparison is made between the Digital Twin Workshop model with reinforcement learning policy and a heuristic policy and a random policy. The simulation results verify the validity and performance of the proposed model. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",2022,Discrete event simulation E-learning Learning systems Software agents Agent based Agent-based discrete-event Behavior-based Digital twin workshop Discrete events Discrete-event simulations Physical simulation Real-time data Reinforcement learnings Workshop model Reinforcement learningAgent-based Discrete-event Digital Twin Workshop Reinforcement learning,academic,"College of Mechanical Engineering, Zhejiang University of Technology, No. 288, Liuhe Road, Hangzhou, China; Shanghai Tobacco Group Co., Ltd, No. 717, Changyang Road, Shanghai, China",233,0.2222222222222222
A five-step approach to planning data-driven digital twins for discrete manufacturing systems,"A digital twin of a manufacturing system is a digital copy of the physical manufacturing system that consists of various digital models at multiple scales and levels. Digital twins that communicate with their physical counterparts throughout their lifecycle are the basis for data-driven factories. The problem with developing digital models that form the digital twin is that they operate with large amounts of heterogeneous data. Since the models represent simplifications of the physical world, managing the heterogeneous data and linking the data with the digital twin represent a challenge. The paper proposes a five-step approach to planning data-driven digital twins of manufacturing systems and their processes. The approach guides the user from breaking down the system and the underlying building blocks of the processes into four groups. The development of a digital model includes predefined necessary parameters that allow a digital model connecting with a real manufacturing system. The connection enables the control of the real manufacturing system and allows the creation of the digital twin. Presentation and visualization of a system functioning based on the digital twin for different participants is presented in the last step. The suitability of the approach for the industrial environment is illustrated using the case study of planning the digital twin for material logistics of the manufacturing system. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Data-driven factory Digital model Digital twin Discrete-event simulation Modelling,academic,"Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, 1000, Slovenia",233,0.3333333333333333
Building Discrete-Event Simulation for Digital Twin Applications in Production Systems,"Digital equivalence is the main objective of Digital Twin (DT)s, and simulation is an integral part. DTs reach beyond traditional simulation with the help of real-time synchronization through Industrial Internet of Things (IIoT) technologies. Simulation supports off-line experimentations and planning, while DTs offer synchronous execution and modification. DTs help to understand 'what may happen'. Also, they present 'what is happening' and its management methodologies. In this paper, we present building aspects and an integration approach for a Digital Twin based Discrete-Event Simulation model. Our approach utilizes a data-driven agent-based simulation within a DT framework. It presents an integration layer that provides two essential features: reconfiguration and state initialization. It gives simulation models configurability and integrity that are required for operating within a DT. Our proposed approach is presented through a use case of a semiconductor manufacturing system. The proposed integration layer extends the usability of current Discrete-Event Simulation (DES) for a DT within a Cyber-Physical Production System. © 2021 IEEE.",2021,Industry 4.0 Integration Semiconductor device manufacture Data driven Discrete-event simulation model Discrete-event simulations Integral part Integration approach Internet of things technologies Management methodologies Production system Real- time Time synchronization Discrete event simulationDigital Twin Discrete-event simulation Industry 4.0,academic,"Mathematics And Industrial Engineering Ecole Polytechnique De Montreál, Montreál, Canada",233,0.21621621621621623
A discrete event simulation based approach for digital twin implementation,"Nowadays, manufacturing companies need to improve their production monitoring and prediction to be more flexible and re-configurable. To do so, the digitization of the manufacturing environment is a very critical issue. This paper proposes an approach to develop digital twins in this environment. Digital twins are virtual systems, real time connected with their physical counterpart, which replicate exactly their behaviour. Discrete event simulation models, connected in real-time with their real system counterparts, are developed in this work. Two industrial use cases are analysed, to show the benefits that this promising technology can bring to the manufacturing industry. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)",2021,Discrete event simulation Manufacture Capacity and performance evaluation Digitisation Discrete-event simulations Manufacturing companies Manufacturing environments Performances evaluation Production monitoring Production prediction Real-time control Simulation based approaches Real time controlCapacity and Performance Evaluation Discrete-event Simulation Real-time Control,academic,"Comau S.p.A., Via Rivalta 30, Grugliasco (TO), Italy; Department of Management and Production Engineering, Politecnico di Torino, Corso Duca degli Abruzzi 24, Torino, Italy",233,0.3055555555555556
Continuous adaption through real data analysis turn simulation models into digital twins,"Digital twins of production systems enable new forms of production control, flexibility and continuous improvement. While off-the-shelf software for discrete-event simulation permits the fast implementation of rough simulation models with sufficient accuracy for project-based analysis, they lack the precision and generality of a digital twin. This paper presents an approach to close the gap between model and reality by continuous and iterative updates enabled by connecting the simulation model to IT systems and smart data analysis. However, handling different databases requires a generative and flexible modelling approach as well as suitable algorithms for probability distribution estimation and control logic identification. The presented approach was validated at a real world example from the automotive industry where an average deviation of output to reality per week of 0.1% was achieved, proving the effectiveness of the approach. © 2021 Elsevier B.V.. All rights reserved.",2021,Automotive industry Computer software Discrete event simulation Information analysis Iterative methods Probability distributions Production control Contiunuous improvement process Control improvements Discrete-event simulations Flexibility Material Flow New forms Process mining Production system Real data analysis Simulation model Data handlingContiunuous improvement process Data analysis Digital Twin Discrete-event simulation Flexibility Material Flow Process Mining,academic,"Wbk Institute of Production Science, Karlsruhe Institute of Technology, Kaiserstr. 12, Karlsruhe, 76131, Germany",233,0.29411764705882354
A digital twin framework for the simulation and optimization of production systems,"Industry 4.0 has raised the expectations on productivity, automation, and resource efficiency of manufacturing systems. This paper proposes a digital twin framework for the simulation and optimization of production lines and cells that can be used in the design and operation stages. The framework is supported by an architecture that connects manufacturing and machine tool data (digital shadow), the discrete event simulation model and the optimization engine, allowing for a variety of functionalities to plan and manage the production system. A use case is provided to demonstrate this framework, implemented in an automated line for the manufacturing of railway axles. © 2021 The Author(s).",2021,Discrete event simulation Information management Manufacture Railroad transportation Design and operations Design stage Discrete-event simulations Optimisations Production cells Production line Production system Resource efficiencies Servitization Simulation and optimization Machine toolsdigital twin discrete-event simulation monitoring optimization servitization,academic,"IDEKO, Member of Basque Research and Technology Alliance, Arriaga 2, Gipuzkoa, Elgoibar, 20870, Spain; Electronics and Computer Science, Mondragon Unibertsitatea, Gipuzkoa, Mondragon, Spain",233,0.2777777777777778
