Name,Type,Material Type,Link,Keyword,Country,Year,Abstract,Responsible,Status,Created by,Created time
Smart Manufacturing with Artificial Intelligence and Digital Twin: A Brief Review,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138213827&doi=10.1109%2fITT56123.2022.9863938&partnerID=40&md5=af5148c72d3dc932bdcd1f8afbd201b3,"'current, 3D printers, 3D-printing, Artificial intelligence, Artificial intelligence technologies, Digital twin, E-learning, Flow control, Industrial automation, Industry 4.0, Machine learning, Machine-learning, Process change, Production process, Real-world, Robotic sustainability, Smart manufacturing, neural nets, robotics, robotics sustainability","United Arab Emirates, United Kingdom",2022,"Digital twin and artificial intelligence technologies have proliferated as crucial enablers for Industry 4.0. With a digital twin, companies can digitally test and validate a product before it exists in the real world. By digitally recreating the planned production process for real-world use, engineers can identify any potential process changes before they happen. This brief review summarizes their general developments and the current state of AI integration in smart manufacturing and advanced robotics. This review also covers industrial automation and emerging techniques, such as 3D printing. © 2022 IEEE.",,Not started,Alex,"October 25, 2022 6:52 PM"
A taxonomy of digital twins,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089398895&partnerID=40&md5=0521ab9975820ee379d6c85a4bcd1dcf,"Characteristics, Digital twin, Information systems, Information use, Literature review, Literature reviews, Multi dimensional, Still missing, Taxonomies, Taxonomy, Virtual objects",Germany,2020,"Since the last few years, the topic of Digital Twins receives considerable attention in research and with practitioners. A Digital Twin describes the connection between physical and virtual objects. However, a unified definition for Digital Twins is still missing. While existing literature reviews mainly focus on the application of Digital Twins, this review is analyzing the explanations, definitions, and elements of the Digital Twins described in the literature. Based on an examination of 233 papers, this paper proposes a multi-dimensional taxonomy of a Digital Twin and sorts the most common definitions. The taxonomy developed in this contribution allows classifying the various definitions and concepts of Digital Twins that emerged in literature over the years. That may help the reader to gain profound insights into the domain of Digital Twins. © 2020 26th Americas Conference on Information Systems, AMCIS 2020. All rights reserved.",,Not started,Alex,"October 25, 2022 6:52 PM"
The value of digital twins and IoT based services in creating lifecycle value in B2B manufacturing companies,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075634746&doi=10.23919%2fPICMET.2019.8893904&partnerID=40&md5=123e693d96e83d31c79a1f54e6cd7195,"Case management, Data acquisition, Data collection method, Industrial research, Intelligent systems, Internet of things, Life cycle, Manufacture, Manufacturing companies, Operational data, Potential benefits, Research approach, Sales, Semi structured interviews, Strategic investments",Finland,2019,"The objective of the ongoing research was to understand, through B2B manufacturing case companies, what role digital twins connected to the real-world asset, using the industrial internet of things, has in innovating asset-based services. The relationship between collected data and Digital Twin to create lifecycle partnership value between the equipment provider and operator were of interest. The research approach used was design science and data collection method were semi-structured interviews. The initial results show that the case companies can improve service case management initially when using IoT to collect operational data. However, the challenge is identifying the relevant services to develop and offer to the customer that create a lifecycle value and partnership on the long-term. The value created is difficult to quantify to the customers in the case companies and this limits the strategic investments. The benefits from data driven services is seen, but how to connect the collected data into new services is limited. Often the potential benefit was only realized once the services were being used by the customer, and it was typical to pilot these services in the real-world. From this ongoing research, the conclusion is that the role of the digital twin is important in verifying these new service offerings and testing them prior to implementation. © 2019 PICMET.",,Not started,Alex,"October 25, 2022 6:52 PM"
Automated digital twins generation for manufacturing systems: A case study,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120695087&doi=10.1016%2fj.ifacol.2021.08.087&partnerID=40&md5=22c5349801cd920d43246c2065b5047a,"Case-studies, Cybe-physical systems, Cyber-physical systems, Digital modeling, Digital twins, Discrete event simulation, Embedded systems, Industrial scenarios, Industry 4.0, Model generation, Process mining, Production control, Simulation, Simulation model, Test case",Italy,2021,"The recent industrial scenario was defined by the emergence of digital twins and cyber physical systems as key elements for manufacturers leadership. Digital models can perform good in terms of production planning and control decisions if they are correctly representing their physical counterparts at anytime. Discrete event simulation can be considered as established digital models of manufacturing system, thanks to the proven capabilities of correctly estimating the system performances. Automated simulation model generation techniques can significantly reduce model development phases and allow for using simulation models for short term decisions in production. Application studies and test cases are scarce in the literature. In this paper, we present the application of a digital model generation method. The test case is done exploiting a lab-scale model of a manufacturing system composed by six stations. We investigate how the model generation works online, during the transient phase of a manufacturing system. Results confirm the real-time applicability of the approach provided that sufficient data points are available from the production event logs. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)",,Not started,Alex,"October 25, 2022 6:52 PM"
A Methodology for Generating a Digital Twin for Process Industry: A Case Study of a Fiber Processing Pilot Plant,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132333903&doi=10.1109%2fACCESS.2022.3178424&partnerID=40&md5=700f949f925b59c3f22b476d61555101,"Automation, Brownfields, Case-studies, Character recognition, Computer software, Digital twin, Directed graph, Directed graphs, Fiber processing, Flowsheet population, Graphic methods, Image recognition, Instrumentation diagrams, Modeling, Pilot plants, Piping and instrumentation diagram, Process industries, Process industry, Steady state simulation, Steady-state simulations, Text recognition","Finland, Sweden",2022,"Digital twins are now one of the top trends in Industry 4.0, and many companies are using them to increase their level of digitalization, and, as a result, their productivity and reliability. However, the development of digital twins is difficult, expensive, and time consuming. This article proposes a semi-automated methodology to generate digital twins for process plants by extracting process data from engineering documents using text and image processing techniques. The extracted information is used to build an intermediate graph model, which serves as a starting point for generating a model in a simulation software. The translation of a graph-based model into a simulation software environment necessitates the use of simulator-specific mapping rules. This paper describes an approach for generating a digital twin based on a steady state simulation model, using a Piping and Instrumentation Diagram (P&ID) as the main source of information. The steady state modeling paradigm is especially suitable for use cases involving retrofits for an operational process plant, also known as a brownfield plant. A methodology and toolchain is proposed, consisting of manual, semi-automated and fully automated steps. A pilot scale brownfield fiber processing plant was used as a case study to demonstrate our proposed methodology and toolchain, and to identify and address issues that may not occur in laboratory scale case studies. The article concludes with an evaluation of unresolved concerns and future research topics for the automated development of a digital twin for a brownfield process system. © 2013 IEEE.",,Not started,Alex,"October 25, 2022 6:52 PM"
A Case Study for a Digital Twin of Body-in-White Production Systems General Concept for Automated Updating of Planning Projects in the Digital Factory,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057237609&doi=10.1109%2fETFA.2018.8502467&partnerID=40&md5=2a8506d39a1f65b25fae8d1158afc4ad,"3D point cloud, Automated productions, Automobile bodies, Automotive industry, Combustion engines, Competition, Cyber Physical System, Cyber-physical systems, Digital factories, Digital twin, Embedded systems, Factory automation, Industrial plants, Integration, Planning, Planning projects, Production system, Robot programming, concept planning, robotic simulation",Germany,2018,"Increasing competition in the automotive industry makes cost-saving integration of more and more vehicle derivatives and variants such as sedans, coupes, cabriolets as well as electrical and combustion engine models into existing production systems necessary. At the same time, the production planners face a major challenge while integrating vehicle bodies-in-white. In contrast to the original concept and rough planning state, the automated production plants are continuously optimized during the detail planning phase as well as after the start of production as a result of improved processes and model upgrading. For fast integration of new vehicles, a current digital image of the real production plant-the so-called Digital Twin-is groundbreaking. This Digital Twin of a factory consists of a current bill of resources for cost calculation and a current layout planning state. The paper describes a concept for creating a Digital Twin of a body-in-white production system for the concept and rough planning projects. In the internal concept planning phase, planners do cost calculations and layouts for ordering factory suppliers. However, for integration planning, the original concept and rough planning project have to be updated. Therefore, a new concept has been developed which uses current information from the cyber-physical system and a current 3D scan to update the bill of resources and the layout planning on demand. © 2018 IEEE.",,Not started,Alex,"October 25, 2022 6:52 PM"
Constructing digital twins for accurate and reliable what-if business process analysis,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114682040&partnerID=40&md5=8e8c9313d3a19790d2a903c04b641d24,"Business process analysis, Business process management, Causal inferences, Digital process, Digital twin, Discrete event simulation, Domain knowledge, Enterprise resource management, Hybrid modeling methods, Observational data, Standing problems",Estonia,2021,"A long-standing problem in the field of Business Process Management (BPM) is that of constructing accurate and reliable models for \what-if"" business process analysis (digital process twins). This paper formulates this problem in a general setting and spells out associated challenges. The paper suggests that this problem can be addressed by combining observational data, experimental data, and domain knowledge using hybrid modeling methods drawing from the fields of discrete event simulation, machine learning, and causal inference. © 2021 CEUR-WS. All rights reserved.",,Not started,Alex,"October 25, 2022 6:52 PM"
Automatic Generation of Digital Twin Models for Simulation of Reconfigurable Robotic Fabrication Systems for Timber Prefabrication,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127550647&partnerID=40&md5=e92b713364d6be807a7b9e29fac15658,"Architectural design, Automatic Generation, Computer software, Construction, Construction industry, Construction projects, Cyber Physical System, Cyber-physical system, Digital twin, Embedded systems, Fabrication, Fabrication systems, Modeling for simulations, Reconfigurable, Simulation, Software Defined Manufacturing, System layout, Timber, Timber Prefabrication, Timber construction, robotics",Germany,2021,"Timber construction and prefabrication are becoming increasingly important in the building and construction industry. The degree of automation in this area is low. Caused by the great variability of construction projects and building components, automation systems that can adapt flexibly to different construction projects are required. However, a system that fulfills these conditions does not yet exist. Down-times for reconfiguration in between projects must be short. The use of robotics for the automation of prefabrication is constantly developing. Recent publications present a novel, flexible, reconfigurable, and transportable manufacturing platform using industrial robots. A system consisting of several of these modular platforms can be flexibly adapted to the changing requirements of different construction projects and set up on-site at local timber construction companies. To ensure the manufacturability of the timber components and to minimize downtimes between projects, the entire workflow from digital design to fabrication must be considered. The co-design approach makes this possible. It breaks up the currently existing sequential process from design to fabrication and considers all sub-steps holistically. Thus, enabling the consideration of the fabrication capabilities during building design. This allows the planning of building components and system layout so that fabrication is feasible. To achieve this, the fabricability of a given system layout has to be evaluated. This requires a digital twin of the fabrication system as a simulation model. The reconfigurability of the fabrication system must be reflected by the digital twin. The fabrication tasks and the system configuration are constantly changed in search of a valid combination. Therefore, with each iteration, the digital twin must be adapted or newly created. At present, this is mostly a manual process. This makes the whole approach unfeasible. To solve this problem, this work presents an approach for the automated, model-based generation of digital twins for the simulation of reconfigurable fabrication systems for timber prefabrication. © 2021 Proceedings of the International Symposium on Automation and Robotics in Construction. All rights reserved.",,Not started,Alex,"October 25, 2022 6:52 PM"
Digital twin providing new opportunities for value co-creation through supporting decision-making,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105221482&doi=10.3390%2fapp11093750&partnerID=40&md5=8963f4f6a26c3fd1a91846cb7cc71742,"Action research, Big data, Decision-making, Digital twins, Value co-creation, Value proposition",Switzerland,2021,"The application of digital twins provides value creation within the fields of operations and service management, existing research around decision-making and value co-creation is limited at this point. Prior studies have provided insights into the benefits of digital twins that combined both data and simulation approaches, however, there remains a managerial gap. The purpose of this paper is to explore this research gap using input from a multiple case study research design from both manufacturing environments and non-manufacturing environments. The authors use ten cases to explore how digital twins support value co-creation through decision-making. The authors were all involved in the development of the ten cases. Individual biases were removed by using the literature to provide the assessment dimensions and allowing a convergence of the results. Drawing on the lessons from the ten cases, this study empirically identified eight managerial issues that need to be considered when developing digital twins to support multi-stakeholder decision-making that leads to value co-creation. The application of digital twins in value co-creation and decision-making is a topic that has developed from practice and is an area where a research gap exists between theory and practice. A cross-case analysis was developed based on the literature and the ten cases (eight industrial and two pilot-scale cases) providing the empirical findings. The findings describe how firms can design, develop, and commercialize digital-twin-enabled value propositions and will initiate future research. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,Not started,Alex,"October 25, 2022 6:52 PM"
Digital twin modeling,Academic,Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134312462&doi=10.1016%2fj.jmsy.2022.06.015&partnerID=40&md5=2a9a7fd4d0caf439bfd7e37d7452ecc6,"Application requirements, Digital transformation, Digital twin, Digital twin model, Digital twin modeling, Enabling technologies, Enabling tools, Functional services, Optimisations, Simulation prediction, current","China, Hong Kong",2022,"The digital twin is an emerging and vital technology for digital transformation and intelligent upgrade. Driven by data and model, the digital twin can perform monitoring, simulation, prediction, optimization, and so on. Specifically, the digital twin modeling is the core for accurate portrayal of the physical entity, which enables the digital twin to deliver the functional services and satisfy the application requirements. Therefore, this paper provides systematic research of current studies on the digital twin modeling. Since the digital twin model is a faithful reflection of the digital twin modeling performance, a comprehensive and insightful analysis of digital twin models is given first from the perspective of the application field, hierarchy, discipline, dimension, universality, and functionality. Based on the analysis of digital twin models, current studies on the digital twin modeling are classified and analyzed according to the six modeling aspects within the digital twin modeling theoretical system proposed in our previous work. Meanwhile, enabling technologies and tools for the digital twin modeling are investigated and summarized. Finally, observations and future research recommendations are presented. © 2022 The Society of Manufacturing Engineers",,Not started,Alex,"October 25, 2022 6:52 PM"
Sustainable Manufacturing Digital Twins: A Review of Development and Application,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115874210&doi=10.1007%2f978-981-16-6128-0_16&partnerID=40&md5=b7d1c6e5bbb41aa44c97defb82c01ccc,"Development and applications, Digital devices, Digital modeling, Digital simulation models, Digital technologies, Digital twins, Eco-efficiency, Environmental impact, Industrial research, Industry 4.0, Life cycle, Literature review, Literature reviews, Power, Resource productivity, Sustainable manufacturing, Sustainable manufacturing system, Sustainable manufacturing systems",United Kingdom,2022,"Sustainable manufacturing as a concept as well as the practices that are deployed are well established in the literature. Tools that guide the development of manufacturing to have less environmental impact are being deployed and documented. The power of digital technology to enable manufacturing systems to be more productive is well established and advances continue to be made. What is less well known is how digital technology can support the pursuit of sustainable manufacturing, especially using digital models, shadows and twins. Here a digital simulation model is configured to analyse, replicate and drive the real production respectively to improve resource productivity in the widest sense. This paper considers the literature and practice of such digital tools in manufacturing operations as well as across the lifecycle. Literature considered is mostly from 2018 onwards as this is the point at which digital twin empirical work emerges. Whilst the work on digital twins is advancing fast, the work on sustainable manufacturing is limited to energy and, to some extent, resource efficiency. Further when compared to documented practice, the academic field appears to be lagging depending on how the loose definition of digital twins in practice is interpreted. The paper concludes with potential avenues for further research on digital models, shadows and twins in the pursuit of sustainable manufacturing. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",,Not started,Alex,"October 25, 2022 6:52 PM"
"Digital Twins and Parallel Systems: State of the Art, Comparisons and Prospect [数字孪生与平行系统: 发展现状, 对比及展望]",Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077244876&doi=10.16383%2fj.aas.2019.y000002&partnerID=40&md5=7b4014a30eeb393d9eb3eef98758c0c4,"Artificial intelligence, Deep integrations, Development trends, Digital twins, Information management, Management and control of complex systems, Management and controls, Manufacture, Parallel system, Parallel systems, Physical world, State of the art, Virtual reality interactions, Virtual-reality interaction, artificial intelligence (AI), virtual reality",China,2019,"With the development of information technologies such as the internet of things, big data, and artificial intelligence (AI), digital twins and parallel systems have become hot-spots in manufacturing and management and control of complex systems with the aim of promoting the deep integration of the new generation information technology and manufacturing and realizing the interaction and integration of the manufacturing physical world and the cyber world. In this paper, the basic concepts, technical connotations and applications of digital twins and parallel systems are investigated and summarized, the similarities and differences between them are compared, and their development trends are also analyzed. Researchers in the field of management and control of complex systems are expected to get some references from this paper. Copyright © 2019 Acta Automatica Sinica. All rights reserved.",,Not started,Alex,"October 25, 2022 6:52 PM"
Digital Twin for Legacy Systems: Simulation Model Testing and Validation,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059985353&doi=10.1109%2fCOASE.2018.8560338&partnerID=40&md5=24d923a3caa0bee390820ab63a5c2a0d,"Engineering tools, Hard-ware-in-the-loop, Legacy systems, Manufacture, Manufacturing companies, Model based testing, Model checking, Off-line verifications, Online systems, Simulated results, Virtual commissioning, Visual inspection, virtual reality",Sweden,2018,"In this paper, an approach to incorporate a digital twin for legacy production systems is presented. Hardware-in-the-loop setups are routinely used by manufacturing companies to carry out virtual commissioning. However, manufacturing companies having online legacy production systems are still struggling to incorporate a digital twin due to the absence of verified and validated simulation models. Companies that use virtual commissioning as a part of their engineering tool chain, usually perform offline verification of the simulation model. This approach is typically based on visual inspection and is a tedious task as each aspect of the model has to be visually validated. For legacy systems, only assessing the behavior visually in the absence of updated documents can result in an incorrect simulation model, i.e. simulating incorrect behavior with respect to the specification. Due to this, such simulation models cannot be incorporated in the engineering tool chain, as the simulated results can lead to improper decisions and can even cause equipment damage. This paper presents a platform and an approach, based on model-based testing, that is a first step for manufacturing companies to incorporate a validated simulation model for existing online production systems that will serve as a digital twin. © 2018 IEEE.",,Not started,Alex,"October 25, 2022 6:52 PM"
Using digital twin for maintenance applications in manufacturing: State of the Art and Gap analysis,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071419741&doi=10.1109%2fICE.2019.8792613&partnerID=40&md5=741b908927a54adc72c18b9567880541,"Condition monitoring, Digital twin, Engineering research, Gap analysis, Maintenance, Manufacture, Predictive Maintenance, State of the art",Greece,2019,"The digital twin concept is more and more appearing in industrial applications including the field of the predictive maintenance. This paper, initially, summarizes and presents studies that use the digital twin concept for digital twin concept for condition monitoring and predictive in manufacturing. Following, the gaps in the existing literature are identified and analyzed and a brief proposition of the way that the already existing state of the art can go further is presented. A future outlook of the research in the particular field is provided. © 2019 IEEE.",,Not started,Alex,"October 25, 2022 6:52 PM"
Digital twins-based smart manufacturing system design in Industry 4.0: A review,Academic,Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106504389&doi=10.1016%2fj.jmsy.2021.05.011&partnerID=40&md5=cfcf42a1e89b5905931fb058fa4b6893,"Cyber-physical systems, Digital twin, Digital twins, Emerging technologies, Enabling technologies, Flow control, Function-structure-behavior-control-intelligence-performance, Industry 4.0, Innovative functions, Literature search, Manufacturing process, Manufacturing system design, Physical systems, Semi-physical simulations, Smart manufacturing, Surveys","China, Hong Kong",2021,"A smart manufacturing system (SMS) is a multi-field physical system with complex couplings among various components. Usually, designers in various fields can only design subsystems of an SMS based on the limited cognition of dynamics. Conducting SMS designs concurrently and developing a unified model to effectively imitate every interaction and behavior of manufacturing processes are challenging. As an emerging technology, digital twins can achieve semi-physical simulations to reduce the vast time and cost of physical commissioning/reconfiguration by the early detection of design errors/flaws of the SMS. However, the development of the digital twins concept in the SMS design remains vague. An innovative Function-Structure-Behavior-Control-Intelligence-Performance (FSBCIP) framework is proposed to review how digital twins technologies are integrated into and promote the SMS design based on a literature search in the Web of Science database. The definitions, frameworks, major design steps, new blueprint models, key enabling technologies, design cases, and research directions of digital twins-based SMS design are presented in this survey. It is expected that this survey will shed new light on urgent industrial concerns in developing new SMSs in the Industry 4.0 era. © 2021",,Not started,Alex,"October 25, 2022 6:52 PM"
Effective control system design with commissioning based on digital twin,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061002322&partnerID=40&md5=c83a958303c4a1c11ba3a38725e5be0e,"Automated programming, Automatic production line, Automation, Control system design, Control systems, Design, Digital twin, Educational platforms, Engineering companies, Industrial automation, Industrial research, Industry 4.0, Systems analysis, Technical universities, Virtual commissioning, virtual reality","Czech Republic, Slovakia",2018,"The methodology of a digital twin model usage within control system design for real industrial applications, together with virtual testing and commissioning of control applications, become currently one of the most perspective topics in the field of industrial automation. Approaches as model-based design could increase efficiency and quality of design process. The paper deals with technical aspects of virtual twin design, modelling of particular subsystems, automated programming of control systems and usage of digital twins in testing and commissioning procedure of the control systems. It brings a conceptual view of an effective control system design based on mentioned approaches. Described procedures are based on analysis of standard ways of a control system design which are nowadays used in engineering companies, but design steps are complemented by approaches enabling more effective work. The focus of the text is especially on the automated design of control applications and the virtual commissioning based on a digital twin. This approach is demonstrated on a design process of automatic production line based on Industry 4.0 principles which is developed as research and educational platform in VSB-Technical University of Ostrava. The platform will be a common space for research and industrial subjects to solve joint projects leading to implementation of Industry 4.0 principles and especially to application of new approaches for effective control systems design. © 2018, Curran Associates Inc. All rights reserved.",,Not started,Alex,"October 25, 2022 6:52 PM"
Application of a Digital Twin for Manufacturing Process Simulation,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134765103&doi=10.1088%2f1742-6596%2f2198%2f1%2f012029&partnerID=40&md5=2713085de2b783dfc6141386801e3b40,"Changing environment, Commerce, Customisation, Digitisation, Growing markets, Manufacturing process simulations, Market condition, Market demand, Production cost, Production process, Utilization of resources",Poland,2022,"Due to the growing market demand and increasing customization of products, the enterprises have to increasingly adapt to the prevailing market conditions. However this adaption should be conducted with the lowest production costs and the best possible utilization of resources. One of the ideas, to obtain that, may be an attempt to implement the so called digitization and a digital twin for the enterprise. The article presents the possibilities of enterprise digitization and problems that the enterprises have to deal with, in order to better organize and plan the production process in the modern, dynamically changing environment. © Published under licence by IOP Publishing Ltd.",,Not started,Alex,"October 25, 2022 6:52 PM"
Research on digital twin standard system [数字孪生标准体系],Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076986717&doi=10.13196%2fj.cims.2019.10.001&partnerID=40&md5=d74ba44b32911fbc184d61e6a345ed79,"Accident prevention, Advanced manufacturing, Application, Applications, Digital transformation, Digital twin, Domestic appliances, Five-dimension digital twin model, Fundamental, Home appliance industries, Key technologies, Key technology, Machine tools, People's Republic of China, Standard system, Technology transfer, Tool/platform",China,2019,"As an important enabling technology to realize the digital transformation and service development for the society, Digital Twin (DT) is drawing great attention from both academia and industry, especially in terms of its applications. However, in the process of theoretical and application research on DT, without the assist of DT general and fundamental standards such as technical terms, definitions, reference architecture, etc., which make users have different understandings to DT. Besides, the lack of DT technology standards leads to problems such as difficult integration among DT models and data, and poor consistency between cyber and physical space. What's more, without the guidance and reference of DT applicable standards and DT tool/platform standards, users and enterprises don't know how to apply DT to meet their requirements, which leads to barriers among users, developers and third parties. Therefore, DT standards are urgently required. The requirements of DT standards were analyzed from three aspects, including the understanding to DT, the implementation of DT key technologies and DT industry applications. Based on the five-dimension DT model proposed by the authors previously, a DT standard system was established, which was established together by universities, related Technical Committee (TC) of Standardization Administration of the People's Republic of China (SAC), and big application enterprises in the field of machine tool, satellite, aerospace, engineering equipment, advanced manufacturing, home appliance industry, etc. The established DT standard system consisted of six parts, including fundamental standards, technology standards, tool/platform standards, test and evaluation standards, safety/security standards, and application standards. It could provide guidance for DT application. © 2019, Editorial Department of CIMS. All right reserved.",,Not started,Alex,"October 25, 2022 6:53 PM"
A Digital Twin Implementation for Manufacturing Based on Open-Source Software and Standard Control Systems,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115230027&doi=10.1007%2f978-3-030-85910-7_30&partnerID=40&md5=3c252878fe769ee7f56825c43c72bf2f,"Artificial intelligence, Complex problems, Cyber-physical systems (CPS), Digital twin, Digital twins, Embedded systems, Fieldbus, Industrial management, Industrial use case, Knowledge gaps, Open source software, Open systems, Process control, Process-control applications, Reference architecture, Shopfloor levels, Smart manufacturing, cyber-physical production systems",Norway,2021,"The concept of Digital Twins (DTs) can be utilized to solve complex problems in manufacturing based on the principle of Cyber-Physical Systems (CPS). While there are several reference architectures for CPS, there seems to be a knowledge gap between such high-level outlines and actual shopfloor-level implementations. This paper focuses on process control applications of the DT concept and proposes a specific implementation setup using fieldbus communication with a computer, aiming to fulfil a set of defined requirements. The setup is tested in an industrial use-case and the resulting characteristics of the solution are presented. A resulting assertion is that a DT of a process must be as specialized and customized as the system controlling it. © 2021, IFIP International Federation for Information Processing.",,Not started,Alex,"October 25, 2022 6:53 PM"
Digital twin and internet of things-Current standards landscape,Academic,Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091974569&doi=10.3390%2fAPP10186519&partnerID=40&md5=b4baa8eb768140ef11a4070429ca1b9c,"Digital twin, Internet of things, Interoperability, Standardization",Germany,2020,"Industry 4.0 is revolutionizing industrial production by bridging the physical and the virtual worlds and further improving digitalization. Two essential building blocks in industry 4.0 are digital twins (DT) and the internet of things (IoT). While IoT is about connecting resources and collecting data about the physical world, DTs are the virtual representations of resources organizing and managing information and being tightly integrated with artificial intelligence, machine learning and cognitive services to further optimize and automate production. The concepts of DTs and IoT are overlapping when it comes to describing, discovering and accessing resources. Currently, there are multiple DT and IoT standards covering these overlapping aspects created by different organizations with different backgrounds and perspectives. With regard to interoperability, which is presumably the most important aspect of industry 4.0, this barrier needs to be overcome by consolidation of standards. The objective of this paper is to investigate current DT and IoT standards and provide insights to stimulate this consolidation. Overlapping aspects are identified and a classification scheme is created and applied to the standards. The results are compared, aspects with high similarity or divergence are identified and a proposal for stimulating consolidation is presented. Consensus between standards are found regarding the elements a resource should consist of and which serialization format(s) and network protocols to use. Controversial topics include which query language to use for discovery as well as if geo-spatial, temporal and historical data should be explicitly supported. © 2020 by the authors.",,Not started,Alex,"October 25, 2022 6:53 PM"
Digital Twin for Plan and Make Using Semantic Web Technologies – Extending the JESSI/SEMATECH MIMAC Standard to the Digital Reference,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086066640&doi=10.1007%2f978-3-030-48602-0_3&partnerID=40&md5=4c9ada298769e8b8ea9e7034ec44ff69,"Digital reference, Digital twin, Inter-enterprise collaboration, Knowledge Management, Knowledge transfer, Long-term goals, Manufacturing, Manufacturing Capacity, Ontology, SCOR, Semantic Web, Semantic Web technology, Semiconductor device manufacture, Semiconductor supply chain, Supply chain management, Supply chains",Germany,2020,"This proposed research is concerned with developing an extension of the joint JESSI/SEMATECH standard MIMAC to the Digital Reference. It analyzes the capabilities of a Semantic Web based Digital Twin for the semiconductor supply chain Plan and Make processes. The long-term goal is an accelerated broad-scale digitalization of the entire supply chain. This incorporates benefits for fab simulation, inter-enterprise collaboration, inconsistency identification and knowledge transfer. Industry related use cases show the potential and allow an analysis of current difficulties. © The Author(s) 2020.",,Not started,Alex,"October 25, 2022 6:53 PM"
A Standards-Based Digital Twin of an Experiment with a Scale Model Ship,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122645907&doi=10.1016%2fj.cad.2021.103191&partnerID=40&md5=b856fffc9f64368751b5b75bfbc75396,"Data standard, Data standards, Data web, Digital twin, Information management, Internet of things, Life cycle, Motion response, Open frameworks, Remote control, Remote operation, Remote operations, Scale-model, Ship, Ships, Simulation, Standard technology, Visualization simulations, Web technologies","Brazil, Norway",2022,"We propose the use of existing data standards and web technologies to modeling and development of digital twin ships. Our research provides an open framework that can be linked to services such as visualizations, simulations and remote control. The case study applies the standards-based framework to an experiment that involved a scale model ship equipped with a dynamic positioning system under artificial waves. The digital twin prototype illustrated the capability of mirroring and controlling the model's position in real-time, and predicting motion responses across wave conditions via a web application. Thus, it closes the loop between test and design in the life cycle by allowing validation of results in comparison to empirical data during operation. The results from these experiments are used to discuss an expanded version of the digital twin for validation and optimization of motion response, as well as its implications to the system's (ship) taxonomy and data management. The conclusion summarizes lessons when using the adopted standards, as well as challenges when scaling the approach to real life operations. Future research is proposed toward extending the standardization to more complex cases. © 2021 The Author(s)",,Not started,Alex,"October 25, 2022 6:53 PM"
