papers_name,papers_abstract,papers_year,papers_keywords,papers_type,papers_country,papers_cluster_number,papers_keywords_score
Unifying digital twin framework: Simulation-based proof-of-concept,"In recent years, the Digital Twin (DT) concept has surfaced in many areas and landed the approach in top strategic technology trends. However, there seems to be no unique understanding of the concept, and debates about what is a DT are leading to ambiguity on the concrete solution to be developed in a given situation. This paper introduces a unifying reference framework, to both serve as a conceptual basis that disambiguates the concept and a guide to derive custom solutions. It is a technology-agnostic three-layered model, which reconciles existing understandings of DT under a common umbrella. We also derive an operational architecture as a possible implementation of the framework, which we demonstrate on two use cases. The large adoption of such a framework will draw a clear line between what is a DT and what is not, while establishing a high-level standard model for DT engineering. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)",2021,Anylogic Custom solutions Framework Layered modeling Operational architecture Proof of concept Reference frameworks Simulation Strategic technologies Technology trendsAnylogic Digital twin Framework Simulation,academic,"IMS, CNRS, UMR 5218, University of Bordeaux, Talence, France",238,0.3181818181818182
Explainable Modeling in Digital Twin,"Stakeholders' participation in the modeling process is important to successful Digital Twin (DT) implementation. The key question in the modeling process is to decide which options to include. Explaining the key question clearly ensures the organizations and end-users know what the digital models in DT are capable of. To support successful DT implementation, we propose a framework of explainable modeling to enable the collaboration and interaction between modelers and stakeholders. We formulate the modeling process mathematically and develop three types of automatically generated explanations to support understanding and build trust. We introduce three explainability scores to measure the value of explainable modeling. We illustrate how the proposed explainable modeling works by a case study on developing and implementing a DT factory. The explainable modeling increases communication efficiency and builds trust by clearly expressing the model competencies, answering key questions in modeling automatically, and enabling consistent understanding of the model.  © 2021 IEEE.",2021,Automatically generated Case-studies Communication efficiency Digital modeling End-users Modeling process Stakeholder participation,academic,"Tsinghua University, Department of Industrial Engineering, Beijing, 100084, China; University of California, Department of Industrial Engineering and Operations Research, Berkeley, 94720, CA, United States",244,0.3333333333333333
Using automationml and graph-based design languages for automatic generation of digital twins of cyber-physical systems,"The interdisciplinary development of smart factories and cyber-physical systems CPS shows the weaknesses of classical development methods. For example, the communication of the interdisciplinary participants in the development process of CPS is difficult due to a lack of cross-domain language comprehension. At the same time, the functional complexity of the systems to be developed increases and they act operationally as independent CPSs. And it is not only the product that needs to be developed, but also the manufacturing processes are complex. The use of graph-based design languages offers a technical solution to these challenges. The UML-based structures offer a cross-domain language understanding for all those involved in the interdisciplinary development process. Simulations are required for the rapid and successful development of new products. Depending on the functional scope, graphical simulations of the production equipment are used to simulate the manufacturing processes as a digital factory or a virtual commissioning simulation. Due to the high number of functional changes during the development process, it makes sense to automatically generate the simulation modelling as digital twins of the products or means of production from the graph-based design languages. The paper describes how digital twins are automatically generated using AutomationML according to the Reference Architecture Model Industry 4.0 (RAMI 4.0) or the Industrial Internet Reference Architecture (IIRA). © 2020 The authors and IOS Press.",2020,Computer simulation languages Cyber Physical System Embedded systems Graphic methods Manufacture Modeling languages Product design Automatic Generation Automatically generated Functional complexity Manufacturing process Means of productions Production equipments Reference architecture Virtual commissioning Digital twinAutomationML Crossdomain Engineering Digital Twin Graph-based Design Languages RAMI 4.0,academic,"Albstadt-Sigmaringen University, Albstadt, Germany; CMC-Kiesel GmbH, Hechingen, Germany",244,0.2558139534883721
Towards developing multiscale-multiphysics models and their surrogates for digital twins of metal additive manufacturing,"Artificial intelligence (AI) embedded within digital models of manufacturing processes can be used to improve process productivity and product quality significantly. The application of such advanced capabilities particularly to highly digitalized processes such as metal additive manufacturing (AM) is likely to make those processes commercially more attractive. AI capabilities will reside within Digital Twins (DTs) which are living virtual replicas of the physical processes. DTs will be empowered to operate autonomously in a diagnostic control capacity to supervise processes and can be interrogated by the practitioner to inform the optimal processing route for any given product. The utility of the information gained from the DTs would depend on the quality of the digital models and, more importantly, their faster-solving surrogates which dwell within DTs for consultation during rapid decision-making. In this article, we point out the exceptional value of DTs in AM and focus on the need to create high-fidelity multiscale-multiphysics models for AM processes to feed the AI capabilities. We identify technical hurdles for their development, including those arising from the multiscale and multiphysics characteristics of the models, the difficulties in linking models of the subprocesses across scales and physics, and the scarcity of experimental data. We discuss the need for creating surrogate models using machine learning approaches for real-time problem-solving. We further identify non-technical barriers, such as the need for standardization and difficulties in collaborating across different types of institutions. We offer potential solutions for all these challenges, after reflecting on and researching discussions held at an international symposium on the subject in 2019. We argue that a collaborative approach can not only help accelerate their development compared with disparate efforts, but also enhance the quality of the models by allowing modular development and linkages that account for interactions between the various sub-processes in AM. A high-level roadmap is suggested for starting such a collaboration. © 2021 The Authors",2021,Additives Decision making Industry 4.0 Machine learning Problem solving Digital modeling Machine-learning Manufacturing IS Manufacturing process Metal additives Multi-physics modeling Multiscale models Process productivity Process products Products quality 3D printersAdditive manufacturing Artificial intelligence Digital twins Industry 4.0 Machine learning Multiphysics modeling Multiscale modeling,academic,"CSIRO Manufacturing, Private Bag 10, Clayton, 3169, VIC, Australia; CSIRO Manufacturing, PO Box 218, Lindfield, 2070, NSW, Australia; School of Computing, Australian National University, Acton, 2601, ACT, Australia; Department of Materials Science and Engineering, Pennsylvania State University, University Park, 16802, PA, United States; Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, 94550, CA, United States; Ira A. Fulton Schools of Engineering at Arizona State University, 699 S Mill Ave, Tempe, 85281, AZ, United States; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China",249,0.32558139534883723
Robust additive manufacturing performance through a control oriented digital twin,"The additive manufacturing process control utilizing digital twins is an emerging issue. However, robustness in process performance is still an open aspect, due to uncertainties, e.g., in material properties. To this end, in this work, a digital twin offering uncertainty management and robust process control is designed and implemented. As a process control design method, the Linear Matrix Inequalities are adopted. Within specific uncertainty limits, the performance of the process is proven to be acceptably constant, thus achieving robust additive manufacturing. Variations of the control law are also investigated, in order for the applicability of the control to be demonstrated in different machine architectures. The comparison of proposed controllers is done against a fine-tuned conventional proportional–integral–derivative (PID) and the initial open-loop model for metals manufacturing. As expected, the robust control design achieved a 68% faster response in the settling time metric, while a well-calibrated PID only achieved 38% compared to the initial model. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Additive manufacturing Digital twin Process control Process robustness,academic,"Laboratory for Manufacturing Systems and Automation, Department of Mechanical Engineering and Aeronautics, University of Patras, Patras, 26504, Greece",249,0.375
Design and Implementation of a Digital Twin Platform for AM processes,"Industry's interest in Additive Manufacturing (AM) is rapidly increasing. However, there are barriers in AM in terms of speed, working volumes, and need for post-processing. AM processes are typically optimized utilizing offline modelling and monitoring tools while real-time decision support and adaptiveness offered by Digital Twins are not yet fully achieved. The current work presents a digital-twin-supporting platform gathering existing knowledge and providing optimization services to potentially networked AM producers. Cycle time, energy consumption and connectivity to production planning are taken into consideration. Additionally, the extension of this methodology towards integration of empirical knowledge is demonstrated, utilizing dedicated testbeds. © 2021 The Author(s).",2021,Additives Decision support systems Energy utilization Optimization Production control Additive manufacturing process Design and implementations Efficient production Manufacturing IS Off-line monitoring Offline models Platform Post-processing Process optimisation Working volume 3D printersAdditive Manufacturing digital twins efficient production platform process optimization,academic,"Laboratory for Manufacturing Systems and Automation (LMS), Department of Mechanical Engineering and Aeronautics, University of Patras, Rio Patras, 26504, Greece",249,0.2564102564102564
Building a digital twin for additive manufacturing through the exploitation of blockchain: A case analysis of the aircraft industry,"Blockchain is becoming a widespread digital technology that allows every transaction to be tracked in an inviolable way, hence making it possible to go back through the entire history of products and product components. Its idiosyncratic characteristics can be especially useful in the aircraft industry, a highly technologically-based sector, wherein manufacturers of components are governed by stringent technical standards, the aim of which is to certify and monitor the whole component production process. In addition, the sector makes significant use of additive manufacturing technologies to perform the rapid prototyping of product components, realized through the supply chain, hence reducing time-to-market, while ensuring quality and containing costs. Starting from these premises, the paper focuses on the phases characterizing the metal additive manufacturing process, in which a component for the aircraft industry can be produced and proposes a digital twin for additive manufacturing in the aircraft industry through the exploitation of Blockchain solutions. In doing so, the paper provides a conceptual answer to securing and organizing the data generated through an end-to-end additive manufacturing process in the aircraft industry and underlines how companies exploiting Blockchain can build secure and connected manufacturing infrastructure. © 2019 Elsevier B.V.",2019,3D printers Additives Aircraft Supply chains Additive manufacturing process Additive manufacturing technology Aircraft industries Digital technologies Digital twin Manufacturing infrastructure Production process Technical standards BlockchainAdditive manufacturing Aircraft industry Blockchain Digital technology Digital twin,academic,"Polytechnic University of Bari, Department of Mechanics, Mathematics, and Management, Viale Japigia 182, Bari, 70126, Italy; LIUC Università Cattaneo, School of Industrial Engineering, Corso G. Matteotti, 22, Castellanza (Varese), 21053, Italy; Politecnico di Milano, Department of Management, Economics, and Industrial Engineering, Piazza Leonardo da Vinci, 32, Milano, 20133, Italy",249,0.21212121212121213
A digital twin-enhanced system for engineering product family design and optimization,"Engineering product family design and optimization in complex environments has been a major bottleneck in today's industrial transformation towards smart manufacturing. Digital twin (DT), as a core part of cyber-physical system (CPS), can provide decision support to enhance engineering product lifecycle management workflows via remote monitoring and control, high-fidelity simulation, and solution generation functionalities. Although many studies have proven DT to be highly suited for industry needs, little has been reported on the product family design and optimization capabilities specifically with context awareness, which could be leaving many enterprises ambivalent on its adoption. To fill this gap, a reusable and transparent DT capable of situational recognition and self-correction is essentially required. This paper develops a generic DT architecture reference model to enable the context-aware product family design optimization process in a cost-effective manner. A case study featuring asset re-/configuration within a dynamic environment is further described to demonstrate its in-context decision-aiding capabilities. The authors hope this study can provide valuable insights to both academia and industry in improving their engineering product family management process. © 2020 The Society of Manufacturing Engineers",2020,Cost effectiveness Decision support systems Digital twin Embedded systems Product design Architecture reference models Cyber-physical systems (CPS) Dynamic environments Engineering products High-fidelity simulations Industrial transformations Product family design Remote monitoring and control Life cycleContext awareness Digital twin Product configuration Product family design Product lifecycle management Product optimization,academic,"School of Mechanical and Aerospace Engineering, Nanyang Technological University, 639798, Singapore; Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hung Hom, Hong Kong",252,0.2127659574468085
Product family design and optimization: A digital twin-enhanced approach,"Complex product family design and optimization has been a major challenge in today's mass customization paradigm. Nevertheless, there is still no context-aware testbed to support it. Digital twin, as an emerging concept empowered by the cutting-edge information and communication technology, has been widely adopted to realize smart product-service systems across many sectors. Owing to its advantages of high-fidelity simulation and cyber-physical interconnectivity, a generic digital twin-driven approach is proposed to support the in-context virtual prototyping and usage condition monitoring of complex product family. A case study of tower crane family design and optimization is further exploited to validate its cost-effectiveness. © 2020 The Authors.",2020,Condition monitoring Cost effectiveness Manufacture Product design Service industry Complex products Cyber physicals Design and optimization High-fidelity simulations Interconnectivity Mass customization Product family design Smart products Digital twinDesign optimization Digital twin Product family design Servitization,academic,"Department of Industrial and Systems Engineering, Hong Kong Polytechnic University, Hung Hom, Hong Kong; School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore, Singapore",252,0.2
Decision support in productive processes through DES and ABS in the Digital Twin era: a systematic literature review,"The use of simulation to support decision-making in productive processes (goods and services) is already an established research field. However, with the availability of solutions and technologies, simulation is no longer a tool with limited scope and analysis. In this case, the integration of simulation with physical systems is considered to allow virtual models to be sensitive to physical changes and aligned with the current state of processes, forming the so-called Digital Twin. Therefore, the main purpose of this article is to present a systematic literature review of the use of simulation as Digital Twin to support decision-making. We considered studies published in scientific journals and conference proceedings that include the use of Discrete Event Simulation (DES) and/or Agent-Based Simulation (ABS). Although the Digital Twin concept has appeared in recent years, we noted that its principle has been used for decades when it comes to decision-making through simulation. Moreover, there are still many discussions and uncertainties regarding the simulation model in this research field, such as the degree of autonomy, synchronisation, and connection. These and other key issues are discussed and some research opportunities are highlighted, such as the need for constant model validation and integration between various models. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",2022,Decision making Decision support systems Discrete event simulation Agent based simulation Decision supports Degree of autonomy Physical systems Productive process Research opportunities Scientific journals Systematic literature review Digital twinagent-based simulation decision-making Digital Twin discrete event simulation systematic literature review,academic,"Production Engineering and Management Institute, Federal University of Itajubá (UNIFEI), Itajubá, Brazil",257,0.2564102564102564
Decision-making in a fast fashion company in the Industry 4.0 era: a Digital Twin proposal to support operational planning,"This work explores the improvement of operational decision-making in a Fast Fashion manufacturing company, considering the Industry 4.0 era. The segment requires agile and flexible decision-making techniques to guarantee the companies survival in a high variety environment of products and demand. The proposed approach was based on three stages. First, we suggested changes and improvements in the system to adapt it to the Industry 4.0 principles. Then, we proposed a Digital Twin (DT) focused on operational resource planning (physical and human). The DT was composed of a Discrete Event Simulation model, an Artificial Intelligence model, and a decision dashboard that provides a user-friendly interface for the decision-maker. Finally, the last stage corresponds to cyclical and constant DT-based decision-making. The DT-based decisions helped to decrease the number of operators in the line reducing their idleness and, at the same time, the total lead time became shorter. Therefore, we highlight that the concepts and solutions of Industry 4.0 might be consistent with small companies without major structural changes, contributing to the evolution of the manufacturing systems. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",2021,Artificial intelligence Digital twin Discrete event simulation Industry 4.0 User interfaces Decision makers Discrete-event simulation model Fashion companies Manufacturing companies Operational decision making Operational planning Resource planning User friendly interface Decision makingArtificial intelligence Digital Twin Discrete event simulation Fast fashion Industry 4.0 Operational planning,academic,"Production Engineering and Management Institute, Federal University of Itajubá (UNIFEI), Ave. BPS, Itajubá, 1303, Minas Gerais, Brazil",257,0.20454545454545456
Online prediction technology of workshop operating status based on digital twin; [基于数字孪生的生产车间运行状态在线预测],"Aiming at the online prediction problem of the digital twin workshop, an online prediction method of the operation status of digital twin workshop based on real-time data was proposed. The connotation and operating mechanism of the workshop digital twin was analyzed, a simulation prediction framework based on the workshop digital twin was constructed, the simulation operation logic based on the event scheduling method was explained, and the digital twin workshop input characteristics, sample generation, and event processing logic were established. The fusion of real-time data realized the online prediction of the workshop based on continuous transient simulation. An online simulation system for the operating status of the digital twin workshop was designed and developed, and the feasibility and effectiveness of the method were verified through an example. © 2021, Editorial Department of CIMS. All right reserved.",2021,Forecasting Event scheduling Online prediction Online simulation Operating mechanism Operation status Sample generations Simulation prediction Transient simulation Digital twinContinuous transient simulation Digital twin workshop Event scheduling Online prediction Real-time data,academic,"School of Mechanical Engineering, Beijing Institute of Technology, Beijing, 100081, China",257,0.26666666666666666
The digital twin of the business process model,"In this paper, we propose a solution to the problem of organizational management based on high-precision simulation models designed for numerical forecasting of the parameters of business process models - duration, labor intensity and resource intensity, cost. The solution is implemented as a prototype twin of the business process system model. To solve the problem of predicting the numerical indicators of a business process model, the formula and algorithmic apparatus of stochastic GERT networks is used. BPMS ELMA was used as a technical platform for the implementation of a digital twin prototype. To solve this problem, the apparatus of stochastic GERT networks is used. An edge of the GERT network is associated with the operation of the business process, and the node of the GERT network with an event or gateway of the business process. An algorithm for translating a model of a business process into an equivalent GERT network, as well as calculating the parameters of the law of distribution of the cost of a business process based on the obtained GERT network, is given. The proposed tool, implemented in the digital twin modeling module, allows solving the problems of predicting the dynamics of discrete-event models described in BPMN notation without using statistical simulation models. Continuous updating of the structure of the GERT-model in accordance with the modification of the process in the ELMA system and clarification of the parameters of probabilities, the type of distribution laws and their parameters based on the accumulated data of the digital shadow of the business process allows us to talk about the implementation of a high-precision forecasting model of the business process in the proposed digital twin model. © Published under licence by IOP Publishing Ltd.",2020,Costs Critical path analysis Digital twin Forecasting Gateways (computer networks) Probability distributions Stochastic models Stochastic systems Business process model Continuous updating Discrete event models Forecasting modeling Law of distribution Numerical forecasting Organizational management Statistical simulation Discrete event simulation,academic,"Reshetnev Siberian State University of Science and Technology, ""Krasnoyarsky rabochy""avenue 31, Krasnoyarsk, Russian Federation",257,0.3684210526315789
A decision support tool for operational planning: a Digital Twin using simulation and forecasting methods,"Paper aims: Propose a continuous decision support system, a Digital Twin, integrating two widely used techniques, Discrete Event Simulation and forecasting methods. Originality: With the evolution of the industry, there is a growing need for increasingly agile and assertive decision support systems. Also, familiar tools and techniques tend to change over time to suit such a scenario, supporting new researches on their use in the modern industry. Research method: The proposed method allows the use of simulation, with the aid of forecasting methods, for continuous decision making, composing the so-called Digital Twin. The method was applied in a real process to validate it. Main findings: The Moving Average, Single Exponential Smoothing, and Double Exponential Smoothing forecasting methods were used to supply the simulation model in order to test scenarios and guide decision making. The developed system enabled a virtual copy with a certain degree of intelligence and that provides answers to make the constant decision-making process more efficient. Implications for theory and practice: The proposed method can be used for several operational problems like headcount, production planning and covers different levels of decision. Therefore, it can be used both on the shop floor and at managerial levels. © 2020. All Rights Reserved.",2020,Decision support system Digital Twin Discrete Event Simulation Forecasting methods Operational planning,academic,"Universidade Federal de Itajubá, Itajubá, MG, Brazil",257,0.3333333333333333
Representing financial data streams in digital simulations to support data flow design for a future Digital Twin,"Discrete Event Simulations may be used to forecast detailed production system behaviour under future conditions and support better informed decision making. However, data beyond production metrics, e.g. financial information, is also necessary for most significant decisions. Herein a modelling approach is proposed and demonstrated based on simulating both production and financial transactions. The contribution of this paper is to represent the base production events as well as additional events which trigger financial transactions. The method is demonstrated for an idealised production business, employing Discrete Event Simulation and examining the impact of system labour arrangements on the business cash flow with a variable demand based on a normal probability distribution function (with distinct means and variances for each product). Based on the financial transactions a representation of a detail commercial scenario may be modelled alongside the production events. The presented studies identify the potential sensitivity of analysis to the volume and timing of transactions on accumulated accounting metrics such as profit. Additionally the paper illustrates how such a modelling approach can be used to characterise the system and assess specific control strategies when both production and finance data streams are available. © 2019 Elsevier Ltd",2020,Decision making Discrete event simulation Distribution functions Sensitivity analysis Financial information Financial metrics Financial transactions Normal probability distributions Production business Production demand Real-time forecasting Resource planning FinanceDiscrete Event Simulation Factory Digital Twin Financial metrics Industrial Internet of Things Labour resource planning Production demand Real time forecasting,academic,"School of Mechanical and Aerospace Engineering, Queen's University Belfast, Ashby Building, Belfast, BT9 5AH, Northern Ireland, United Kingdom; N.I. Technology Centre, Queen's University Belfast, Belfast, BT9 5HN, United Kingdom",269,0.21739130434782608
Defining Production and Financial Data Streams Required for a Factory Digital Twin to Optimise the Deployment of Labour,With the emergence of capable and low cost sensing hardware simulations may be driven from real time production data. Such simulation could be used to predict future system performance. However for effective decision making knowledge of system level behaviour beyond production e.g. financial metrics would also be required. The generation of standard accounting data from simulation models has received little attention in the literature. Herein a modelling approach is demonstrated to generate production and accounting data streams from a Discrete Event Simulation for an idealised production business. The paper demonstrates an approach to assess the influence of production variables (labour arrangement) on system cash flow. © Springer Nature Singapore Pte Ltd 2018.,2018,Decision making Energy conservation Finance Intelligent computing Internet of things Manufacture Sustainable development Financial data Financial metrics Hardware simulation Production business Production demand Production variables Real-time production data Resource planning Discrete event simulationDiscrete Event Simulation Factory Digital Twin Financial metrics Labour resource planning Production demand,academic,"School of Mechanical and Aerospace Engineering, Queen’s University Belfast, Ashby Building, Belfast, BT9 5AH, United Kingdom; N.I. Technology Centre, Queen’s University Belfast, Belfast, BT9 5HN, United Kingdom",269,0.26666666666666666
Digital twin framework for reconfigurable manufacturing systems (RMSs): design and simulation,"Faced with the global crisis of COVID-19 and the strong increase in customer demands, competition is becoming more intense between companies, on the one hand, and supply chains on the other. This competition has led to the development of new strategies to manage demand and increase market share. Among these strategies are the growing interest in sustainable manufacturing and the need for customizable products that create an increasingly complex manufacturing environment. Sustainable manufacturing and the need for customizable products create an environment of increased competition and constant change. Indeed, companies are trying to establish more flexible and agile manufacturing systems through several systems of reconfiguration. Reconfiguration contributes to an extension of the manufacturing system’s life cycle by modifying its physical, organizational and IT characteristics according to the changing market conditions. Due to the rapid development of new information technology (such as IoT, Big Data analytics, cyber-physical systems, cloud computing and artificial intelligence), digital twins have become intensively used in smart manufacturing. This paper proposes a digital twin design and simulation model for reconfigurable manufacturing systems (RMSs). © 2022, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",2022,Agile manufacturing systems Commerce Computer aided manufacturing Data Analytics Embedded systems Life cycle Supply chains Sustainable development Customizable products Design and simulation Digital twin Generic modeling Manufacturing system simulations Modular framework Reconfigurable manufacturing system Sustainable manufacturing SysML CompetitionDigital twin (DT) Generic model Modular framework Reconfigurable manufacturing system (RMS) SysML,academic,"Laboratory Quartz, University of Paris 8, 140 Rue de la Nouvelle, Montreuil, 93100, France; University de Picardie Jules Verne, LTI-EA 3899, Amiens, 80025, France",281,0.3469387755102041
Application of a Digital Twin for Manufacturing Process Simulation,"Due to the growing market demand and increasing customization of products, the enterprises have to increasingly adapt to the prevailing market conditions. However this adaption should be conducted with the lowest production costs and the best possible utilization of resources. One of the ideas, to obtain that, may be an attempt to implement the so called digitization and a digital twin for the enterprise. The article presents the possibilities of enterprise digitization and problems that the enterprises have to deal with, in order to better organize and plan the production process in the modern, dynamically changing environment. © Published under licence by IOP Publishing Ltd.",2022,Changing environment Customisation Digitisation Growing markets Manufacturing process simulations Market condition Market demand Production cost Production process Utilization of resources Commerce,academic,"Mechanical Engineering Department, Silesian University of Technology, Konarskiego 18A, Gliwice, 44-100, Poland",281,0.2857142857142857
Operation mechanism and reconfiguration methods of modular production systems based on digital twin; [基于数字孪生的模块化生产系统运行机制及重构方法],"As an important way to realize flexible production, reconfiguration plays an important role in responding to the increasing personalized market demand. Aiming at the problem of characteristics, the architecture and operation mechanism of Digital Twin-Driven Modular Production System (DT-MPS) was studied. On this basis, a reconfiguration method for DT-MPS was proposed, and the research focused on modeling and reconfiguration mechanism. An example was given to verify the proposed method, which provided experiment for rapid reconfiguration of production system with modular intelligence application. © 2021, Editorial Department of CIMS. All right reserved.",2021,Mathematical models Production Flexible production Market demand Modular production system Operation mechanism Production system Reconfiguration mechanisms Digital twinDigital twin Modular production system Operation mechanism Reconfiguration method,academic,"School of Mechanical, Electronic and Control Engineering, Beijing Jiaotong University, Beijing, 100044, China; North Industries Group Pinance Company Ltd., Beijing, 100053, China",281,0.23076923076923078
Generic framework for developing process digital twin applicable to high value-added manufacturing,"Our team has developed a generic modular framework to create Process Digital Twin (PDT) that can be customized for any process. Elements of this framework are (i) configuration of manufacturing process inputs as seen by user, (ii) capturing variation of manufacturing inputs (iii) build accurate and fast multi-parametric numerical solution using advanced model order reduction (MOR) techniques, (iv) Extract features for quality (FFQ) using specialized algorithms and (v) predict probability of success from quality models and (vi) capability to receive post-production process and quality data and use machine learning algorithms to automatically update various models. Irrespective of the physical and geometrical complexity of individual process, our numerical techniques assure a real time (< 10 sec) multi-parametric solution. Primary output of process digital twin (PDT) is predicting probability of success of a process based on all manufacturing inputs both material and physical. This allows us to use PDT to maximize production success by adjusting controllable inputs apriori. We have successfully used the framework to build digital twins for complex composite manufacturing processes that produce fan blades for aircraft engines and implemented it into manufacturing process. We will present some examples to demonstrate the paradigm shift of reactive to adaptive manufacturing. © 2021 Soc. for the Advancement of Material and Process Engineering. All rights reserved.",2021,Aircraft engines Machine learning Manufacture Advanced modeling Developing process Generic frameworks Manufacturing process Model order reduction Modular framework Numerical solution Probability of success Process inputs Value-added manufacturing Learning algorithms,academic,"UES LLC, Schenectady, 12309, NY, United States; Miura Simulation SAS, 1 rue de la Noë, Nantes, 44321, France; Nagarro Inc., Gurugram, India",281,0.3793103448275862
Reconfigurable manufacturing systems characteristics in digital twin context,"The concept of a reconfigurable manufacturing system (RMS) has been introduced to enable production systems to continuously evolve and respond rapidly to unpredicted and fluctuating market environments. To achieve this goal, RMS needs to exhibit six core characteristics: modularity, integrability, scalability, diagnosability, convertibility and customisation. These characteristics are required to ensure manufacturing systems' resilience while maintaining productivity and quality. Assessing these characteristics at both the design and operating phase can be aided by the digital twinning (DT) of physical systems. To this end, the DT-RMS concept is introduced in this paper as a dynamic cyber-replica of the physical production environment, enabling a high-level of transparency about data, performance, and relevant reconfiguration decisions. As a result, DT-RMS responds to the need to integrate requirements and performance targets for the RMS characteristics at design and operating-time.  Copyright © 2020 The Authors.",2020,Computer aided manufacturing Digital twin Diagnosability Market environment Operating phase Performance targets Physical systems Production environments Production system Reconfigurable manufacturing system ManufactureDigital Twins Reconfigurable Manufacturing Systems System Architectures,academic,"Cranfield University, School of Aerospace, Transport and Manufacturing, Cranfield, Bedfordshire, MK43 0AL, United Kingdom",281,0.21428571428571427
Use of simulation in the industry 4.0 context: Creation of a Digital Twin to optimise decision making on non-automated process,"The advent of new technologies brings a significant impact on systems management. The Industry 4.0 looks for increasingly automated, integrated, and digitised processes. We highlight the use of simulation as a Digital Twin, a virtual and intelligent copy capable of mirroring real processes and optimise decision making. This paper analyses the applicability of the Discrete Event Simulation as a Digital Twin in a non-automated process, a challenging scenario on the implementation of Industry 4.0 solutions. Amethod for conducting simulation projects of this nature was proposed, considering its integration with the process data, as well as its constant updating due to changes in the real environment. To verify its applicability, the method was used in a real study object. The proposed approach proved possible from the present research. We also present some discussions related to the use of simulation as Digital Twins, highlighting the main characteristics of such an application. © Operational Research Society 2020.",2022,Automation Decision making Discrete event simulation Industry 4.0 Automated process Paper analysis Process data Real environments Simulation projects Systems management Digital twinDigital Twin Discrete Event Simulation Industry 4.0 optimised decision making,academic,"Production Engineering and Management Institute, Federal University of Itajubá, Itajubá, Brazil",286,0.2903225806451613
A digital twin emulator of a modular production system using a data-driven hybrid modeling and simulation approach,"Virtual commissioning is a key technology in Industry 4.0 that can address issues faced by engineers during early design phases. The process of virtual commissioning involves the creation of a Digital Twin—a dynamic, virtual representation of a corresponding physical system. The digital twin model can be used for testing and verifying the control system in a simulated virtual environment to achieve rapid set-up and optimization prior to physical commissioning. Additionally, the modular production control systems, can be integrated and tested during or prior to the construction of the physical system. This paper describes the implementation of a digital twin emulator of an automated mechatronic modular production system that is linked with the running programmable logic controllers and allow for exchanging near real-time information with the physical system. The development and deployment of the digital twin emulator involves a novel hybrid simulation- and data-driven modeling approach that combines Discrete Event Simulation and Agent Based Modeling paradigms. The Digital Twin Emulator can support design decisions, test what-if system configurations, verify and validate the actual behavior of the complete system off-line, test realistic reactions, and provide statistics on the system’s performance. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.",2021,Autonomous agents Computational methods Control systems Discrete event simulation Production control Programmable logic controllers Virtual addresses Agent-based model Early design phasis Hybrid simulation Modular production Modular production system System configurations Virtual commissioning Virtual representations Digital twinAgent based modeling Automation Digital twin Discrete event simulation Emulator Hybrid simulation Modular production,academic,"Department of Industrial and Systems Engineering, Auburn University, 3312 Shelby Center, Auburn, 36849, AL, United States",286,0.2857142857142857
Modelling cycle for simulation digital twins,Digital twins (DT) form part of the Industry 4.0 revolution within manufacturing and related industries. A DT is a digital model (DM) of a real system that features continuous and automated synchronisation and feedback of optimisations between the real and digital domains. A core technology for predictive capabilities from DT is discrete event simulation (DES). The modelling cycle for developing and analysing DES models is significantly different compared to DM. A DT specific DES modelling cycle is introduced that is evolved from that of DM. The availability of specialised software tools for DT tailored to these differences would benefit industry. © 2021 The Authors,2021,Computer aided software engineering Discrete event simulation Core technology Digital domain Digital model Optimisations Predictive capabilities Real systems Digital twinDigital twin Discrete event simulation Industry 4.0 Modelling cycle,academic,"School of Science and Technology, Örebro University, Örebro, Sweden; Department of Mechanical, Materials and Manufacturing Engineering, University Park, University of Nottingham, Nottingham, United Kingdom",286,0.2857142857142857
